25,8,50
2,324,781,842,400,608,89,101
13,20,32,30,12,33,17,6,17
35,10,5,29,8,2,1,26,17
21,8,35,9,37,5,35,40,16
4,12,28,7,33,37,31,38,37
26,31,16,19,4,10,1,35,11
10,8,18,20,20,12,12,39,3
17,20,19,20,23,40,40,35,36
40,24,6,39,33,27,11,16,47
28,22,13,20,3,31,29,21,25
12,33,23,21,12,22,1,0,6
33,35,18,12,1,2,7,18,23
38,12,37,5,29,31,18,32,21
35,11,16,16,16,13,33,9,45
8,3,3,5,13,15,25,4,20
32,25,2,38,24,15,28,26,39
33,7,25,25,40,24,16,31,1
4,9,7,20,3,35,34,4,5
39,0,22,26,28,35,26,22,6
18,36,26,29,28,28,24,29,0
9,9,11,20,26,13,6,23,7
22,9,0,32,23,18,34,14,15
14,15,35,31,8,12,10,19,9
32,27,36,8,5,22,24,10,34
2,20,38,9,27,24,12,21,45
28,3,21,36,5,2,12,40,47
