35,4,50
491,628,481,997
23,22,25,11,43
4,9,18,21,48
9,21,27,10,28
7,20,13,19,7
13,11,10,15,49
7,26,19,18,12
13,20,6,18,28
18,15,1,2,13
18,16,23,7,9
6,21,10,18,40
7,12,8,3,10
1,9,6,0,8
5,7,20,19,47
19,14,15,9,19
23,10,7,25,3
9,0,1,28,42
18,0,1,20,9
15,1,7,0,13
1,16,12,7,18
27,17,0,11,1
9,21,13,24,12
15,15,6,16,20
2,3,26,16,24
17,25,13,10,26
14,18,13,27,2
27,19,0,2,49
7,7,10,2,30
18,2,15,22,10
21,7,22,0,35
4,1,19,9,44
27,5,10,9,14
6,3,11,26,40
22,22,13,10,24
8,1,24,7,36
25,18,17,816,0
