65,6,50
945,732,342,531,54,301
9,3,9,8,8,15,12
8,14,6,2,7,14,16
5,8,13,3,2,4,36
14,7,2,0,6,2,1
6,5,6,6,7,1,30
5,7,3,2,10,6,48
9,0,7,9,14,4,7
7,5,10,0,9,14,13
13,9,11,9,0,10,13
2,1,14,8,6,7,47
15,10,3,13,14,0,20
0,1,1,11,15,15,8
7,8,10,4,4,0,32
8,7,5,7,2,14,45
14,5,14,3,5,0,15
10,8,0,1,1,7,9
8,1,9,10,10,2,47
0,11,4,10,10,5,22
5,14,6,4,6,9,41
14,11,4,12,7,0,20
1,4,7,11,5,6,41
4,0,1,0,15,12,45
15,7,1,12,2,15,12
14,11,11,6,2,9,46
8,14,13,13,3,0,4
9,8,6,12,15,3,15
10,8,13,3,14,8,1
9,5,11,7,6,2,8
5,5,8,8,9,5,48
10,15,15,7,7,11,0
4,4,10,9,9,3,26
13,15,4,3,11,7,5
0,5,6,6,13,0,6
8,7,5,9,7,13,30
8,13,5,6,12,10,14
3,4,8,4,5,10,5
10,11,15,10,5,3,14
0,5,11,8,6,11,40
7,11,5,1,2,4,40
6,12,9,4,0,3,19
9,1,6,15,14,1,42
12,12,8,15,7,5,35
9,10,11,15,11,15,19
4,15,3,13,1,12,23
7,10,15,3,14,10,9
13,8,5,3,10,14,1
6,3,5,0,11,12,5
10,12,9,4,10,7,11
12,15,2,3,14,7,4
7,13,8,2,6,0,5
15,12,4,5,7,12,22
10,4,5,3,13,3,45
10,9,1,9,2,8,31
14,1,0,13,6,13,41
3,3,15,5,2,11,21
14,12,11,6,4,15,11
10,1,7,5,11,11,15
1,7,3,7,3,8,13
15,7,6,2,5,11,25
2,3,14,8,14,13,11
6,6,2,9,15,14,42
6,13,6,14,1,3,48
5,9,11,6,13,3,0
14,1,6,14,13,11,30
6,13,2,8,6,7,43
