60,6,50
98,20,966,817,857,279
12,10,13,7,14,14,45
7,16,3,12,6,5,13
3,7,4,16,6,13,48
14,0,8,3,7,15,32
10,9,8,13,0,9,4
16,16,12,16,16,11,18
10,1,14,12,12,3,19
16,14,3,8,5,3,45
2,15,3,1,15,13,6
0,0,8,8,15,4,25
10,3,13,1,13,2,30
10,5,16,11,0,9,39
14,0,12,0,2,14,27
16,14,6,6,0,2,29
5,5,8,13,8,15,32
13,8,4,9,3,6,35
10,4,2,2,3,6,48
10,5,6,13,0,0,20
4,11,4,14,7,8,49
6,6,14,11,15,1,8
16,8,7,14,10,0,25
14,6,2,16,1,2,45
10,2,16,1,11,4,38
14,11,4,15,12,13,25
13,2,13,10,3,9,23
4,13,1,4,4,1,5
1,5,11,11,1,11,1
0,16,16,3,5,8,36
16,16,8,16,5,11,20
16,16,5,5,15,0,17
3,16,4,15,1,5,35
13,2,12,5,7,1,1
13,3,6,11,9,13,39
12,13,2,4,9,14,26
15,2,15,5,2,12,49
1,3,5,15,11,2,32
14,6,8,10,16,0,32
2,13,4,14,6,1,47
7,7,4,4,12,2,3
7,7,8,10,0,7,37
10,0,3,9,8,8,8
2,8,12,5,9,6,22
2,4,16,15,0,5,35
6,16,0,4,9,16,30
0,5,3,13,0,15,0
15,14,14,10,6,6,48
2,1,4,11,14,12,2
7,3,16,11,11,16,2
11,7,0,2,0,14,0
2,0,16,10,11,16,16
1,16,13,13,14,9,19
13,5,15,4,5,8,2
11,2,7,0,10,11,32
14,13,0,5,12,3,27
10,2,5,3,4,9,47
7,4,4,1,5,0,8
6,2,9,8,0,11,24
0,2,7,12,1,15,4
16,2,15,14,9,5,6
5,0,16,0,9,217,22
