30,6,50
840,910,405,264,420,696
10,20,10,3,31,33,29
21,13,12,27,12,1,48
20,21,9,4,27,14,6
24,24,17,0,19,23,40
24,17,8,30,13,30,32
8,15,0,8,30,7,34
27,21,30,28,11,17,24
27,10,15,17,5,16,11
32,15,18,6,13,18,44
33,5,29,29,23,0,5
33,10,3,16,26,31,2
26,21,17,18,27,12,27
19,5,22,2,2,5,42
7,32,27,0,5,30,40
8,27,11,12,17,1,8
1,28,17,19,4,28,27
14,33,9,7,30,17,27
18,27,25,33,32,15,22
27,22,2,12,25,21,45
6,31,23,8,1,18,48
23,21,33,0,27,26,15
19,29,26,13,25,33,1
27,19,17,18,17,4,2
6,19,25,6,31,30,47
27,28,18,4,2,12,18
7,4,10,5,22,24,23
12,19,22,18,16,3,15
32,25,31,2,17,11,23
0,30,26,33,26,17,18
19,29,18,16,21,380,50
