45,6,50
723,660,598,182,288,936
9,7,7,20,7,16,17
13,4,10,22,10,4,49
7,14,8,16,18,2,50
1,12,0,17,5,6,3
15,0,20,10,13,6,27
6,15,13,22,20,11,30
1,2,22,9,0,6,2
10,3,6,19,15,11,3
14,17,1,18,11,11,40
4,15,7,15,12,19,45
18,5,9,19,14,6,50
21,9,18,7,7,14,48
9,3,11,9,12,13,13
12,4,13,20,11,14,25
0,19,15,11,5,7,35
14,13,4,1,10,9,30
21,11,10,20,12,13,7
8,14,13,15,2,22,22
3,19,13,8,16,9,48
4,8,17,9,7,20,43
8,22,4,17,0,5,21
16,5,14,1,18,20,28
1,1,4,19,9,15,42
20,8,6,16,22,1,14
16,3,3,7,13,13,37
22,10,6,18,14,3,6
10,9,16,14,12,17,33
5,2,19,19,14,10,37
2,22,21,1,2,7,31
19,22,11,13,4,10,37
16,9,0,9,22,18,23
7,16,19,1,21,13,4
16,7,7,13,11,0,10
19,5,7,22,22,9,32
1,4,5,4,11,6,26
20,10,19,8,21,6,18
8,16,7,20,15,1,33
20,15,8,11,10,19,21
12,21,4,19,7,14,35
0,14,2,11,17,14,22
17,22,5,2,4,14,38
0,6,9,1,8,5,39
17,2,21,2,8,8,36
4,13,8,17,8,3,35
21,16,13,4,3,462,10
