70,6,50
831,437,466,177,952,663
4,2,13,12,0,13,26
5,9,14,7,0,6,17
3,14,5,8,0,8,7
10,13,1,10,9,4,43
2,5,5,0,6,7,20
13,6,2,3,13,1,49
13,4,7,5,5,8,36
14,8,14,9,10,8,3
13,10,12,4,10,12,10
6,1,3,11,9,0,7
3,11,14,5,12,6,10
1,1,5,3,1,9,25
14,2,0,2,9,13,17
13,0,11,9,14,7,47
13,8,2,4,4,1,32
2,2,10,14,11,2,13
4,3,7,8,6,1,1
8,9,9,13,2,5,20
0,3,3,2,12,7,29
9,2,9,2,12,4,26
9,9,10,6,4,6,48
1,8,5,0,11,7,8
2,10,13,13,6,0,49
12,13,9,5,7,9,46
11,10,13,12,4,11,19
13,13,0,6,9,0,30
12,3,3,0,5,12,29
1,12,10,14,1,12,42
8,7,14,14,11,7,47
2,8,13,12,12,4,43
14,0,13,6,8,11,44
4,2,13,7,7,10,41
3,13,3,14,4,9,4
13,8,1,7,5,2,22
14,6,13,8,0,2,34
10,11,7,9,2,5,8
13,1,7,13,12,11,25
8,13,0,4,8,6,24
10,13,4,14,13,9,13
1,14,10,11,0,13,14
4,14,7,12,11,1,42
14,14,3,7,2,2,50
6,7,0,13,4,2,29
11,14,7,3,7,2,19
7,5,8,5,13,1,9
10,3,7,4,8,9,43
5,7,10,8,12,14,16
4,5,7,2,0,9,7
1,7,4,6,2,13,50
3,1,12,14,9,0,24
13,12,10,0,0,2,15
5,8,6,3,4,4,14
11,4,10,0,3,6,2
1,7,6,12,14,2,29
6,9,12,12,8,8,0
0,3,0,6,6,12,22
10,5,2,2,4,7,3
14,5,3,10,12,0,27
10,1,12,2,6,0,23
13,10,3,12,12,14,31
7,12,11,9,0,12,29
8,5,6,13,10,5,43
3,1,0,12,3,11,34
2,6,11,5,10,1,22
1,8,0,3,5,6,8
13,6,9,13,8,9,37
7,12,6,5,3,10,47
4,8,12,13,4,4,42
7,8,3,14,8,4,3
9,14,11,9,10,548,47
