60,6,50
875,872,343,827,743,239
10,8,5,3,12,2,17
4,13,10,7,3,6,12
8,12,4,12,14,5,38
8,1,16,6,0,2,10
3,8,9,7,16,0,44
2,6,0,2,14,1,35
12,8,14,7,2,1,35
0,8,15,6,12,0,23
15,14,0,15,11,7,8
6,14,9,4,14,2,39
13,11,0,0,5,9,35
4,10,3,13,0,10,17
11,4,5,7,4,8,6
12,13,15,7,15,11,49
14,2,1,10,15,6,41
12,14,13,14,6,14,15
6,10,3,15,15,15,39
12,1,6,8,2,9,19
5,9,5,5,15,0,42
12,10,8,15,16,2,19
7,0,0,12,0,5,25
14,9,6,15,16,12,46
15,8,12,2,5,12,17
6,15,2,11,10,7,2
4,5,12,1,16,8,26
9,12,9,11,3,12,14
10,2,14,2,13,6,20
3,3,7,3,5,6,35
10,15,8,2,6,4,25
4,9,6,6,2,7,30
15,5,13,6,8,15,39
5,2,2,8,10,10,33
1,9,14,3,5,9,26
2,9,16,12,8,15,18
12,16,5,4,3,4,2
2,15,16,11,9,16,18
5,2,2,10,4,3,22
12,16,16,2,2,3,48
8,6,6,9,4,8,46
6,11,5,10,11,14,6
4,3,9,0,16,8,2
7,15,3,5,12,16,23
4,9,12,7,15,13,22
5,14,9,6,2,10,12
2,16,11,10,13,15,0
0,14,8,12,8,4,37
9,9,8,12,13,15,33
1,12,8,14,7,5,3
15,13,6,8,6,16,26
9,12,13,12,6,9,36
10,11,16,1,5,5,18
0,12,9,10,5,10,45
1,5,14,16,4,0,45
6,11,13,6,11,4,9
2,1,10,6,12,4,37
13,4,6,3,1,3,30
2,13,10,1,8,11,33
9,11,5,16,5,14,43
1,3,13,16,8,8,44
9,7,2,10,15,1001,11
