80,15,50
97,52,930,898,711,707,172,813,241,238,14,930,269,206,286
1,2,11,4,12,8,6,0,10,9,1,5,11,5,8,13
11,10,3,8,11,9,8,2,0,1,3,5,5,2,9,17
4,3,1,11,8,9,5,0,1,0,11,7,2,2,0,21
0,10,10,7,9,9,7,10,10,3,0,1,3,6,11,3
4,3,0,0,2,11,0,11,12,10,7,9,8,2,11,31
5,2,10,7,11,7,10,4,5,11,9,2,1,2,0,19
8,3,7,12,2,0,2,2,8,4,12,11,2,5,5,29
11,0,11,1,5,11,11,2,0,3,2,4,8,11,1,1
9,4,5,8,0,1,12,0,0,11,8,9,11,7,2,27
3,1,12,5,9,11,10,1,2,12,4,1,10,10,11,33
11,6,10,7,8,2,1,11,2,4,4,1,9,2,1,31
5,6,10,10,6,10,11,6,8,2,3,10,4,4,4,46
1,5,9,8,0,9,8,12,7,6,2,7,3,9,6,21
0,7,2,12,3,0,10,7,7,4,5,5,4,11,9,19
8,1,4,11,8,2,3,6,4,2,10,3,9,4,5,26
6,4,9,1,11,9,7,5,4,4,11,6,5,2,1,30
4,2,9,2,11,3,5,2,11,10,2,0,0,0,5,47
9,3,9,10,9,7,0,12,5,2,2,12,11,3,9,27
0,10,6,11,10,10,1,9,0,10,11,0,7,1,9,31
1,6,7,1,6,1,1,9,11,7,6,2,9,2,10,32
4,10,10,5,10,5,10,6,10,3,3,7,8,6,7,24
5,11,7,2,11,0,8,6,11,2,6,3,4,1,6,42
6,11,11,5,2,4,2,3,12,8,3,8,11,6,6,20
8,7,5,5,1,3,8,10,9,12,10,10,8,12,1,46
1,0,10,4,12,6,10,11,2,9,1,11,0,8,11,10
7,12,6,3,3,0,1,4,1,1,11,6,8,5,1,11
5,11,8,12,3,0,0,12,12,7,10,11,6,10,12,34
5,4,9,4,1,10,4,7,6,6,3,5,12,7,1,0
3,1,5,8,1,8,11,7,7,1,10,1,3,5,3,1
10,9,10,7,5,4,1,2,10,11,11,6,2,10,0,48
1,12,6,3,8,5,1,0,8,9,3,0,7,6,12,23
7,2,5,2,0,4,11,6,1,4,0,1,10,9,3,38
0,9,0,6,4,8,11,1,0,2,4,4,5,5,0,31
1,8,12,0,4,4,12,8,2,5,6,10,10,1,7,25
6,8,9,0,3,10,10,2,5,12,6,10,8,2,10,28
4,2,0,4,12,12,8,3,6,4,1,0,6,2,12,38
10,10,10,10,3,2,12,8,5,2,8,10,1,5,12,17
2,0,4,5,5,9,0,7,5,10,10,4,0,3,4,2
5,7,9,5,0,5,3,1,4,11,12,0,2,1,6,50
6,8,0,0,7,12,12,5,11,10,4,1,3,1,9,43
6,12,3,10,3,4,4,11,8,7,1,1,12,2,2,21
3,6,9,11,4,2,10,11,8,8,4,2,2,0,1,30
0,0,12,8,7,6,0,11,12,11,10,12,10,10,5,1
10,12,11,7,5,3,1,11,6,11,2,7,0,2,8,7
0,2,6,1,3,11,0,10,6,8,10,5,5,5,11,10
2,0,7,8,12,1,1,7,10,6,5,8,8,1,11,17
6,9,11,12,9,3,12,8,8,11,0,11,3,4,5,37
11,8,1,8,8,3,3,12,3,12,0,6,6,6,6,50
0,7,12,3,10,2,4,2,0,5,7,11,10,4,11,18
9,5,1,10,3,8,1,0,4,3,11,1,11,10,6,14
6,2,10,8,11,8,1,3,0,0,4,11,1,11,12,17
5,7,8,3,4,8,0,11,1,6,2,11,11,3,11,22
11,11,10,5,8,4,10,12,12,1,4,6,5,4,8,16
2,1,4,1,3,3,1,9,0,12,12,2,2,6,8,31
11,11,4,6,9,2,0,7,2,7,7,0,2,12,12,21
7,7,7,0,2,8,5,1,8,11,10,0,5,8,1,19
8,11,4,11,10,5,5,5,10,12,9,6,8,12,12,11
5,4,5,7,0,12,7,1,12,10,10,9,6,6,4,16
6,7,9,1,9,1,8,0,4,2,1,9,1,11,10,12
11,5,9,3,10,4,7,4,9,4,11,9,9,7,11,46
2,2,5,11,10,10,5,7,9,7,7,8,12,1,1,25
7,3,6,9,0,4,4,12,7,5,4,2,10,0,4,5
3,0,6,9,6,9,0,10,12,2,8,6,11,2,4,18
3,0,3,3,9,8,5,10,11,10,0,3,0,3,0,17
9,1,5,2,4,3,6,2,5,6,4,3,2,11,4,38
8,7,2,8,3,4,0,6,11,11,11,2,11,12,6,23
6,11,12,3,12,7,12,2,7,0,4,0,10,11,8,1
1,2,1,0,3,3,8,6,2,2,7,4,0,10,6,40
10,6,6,12,0,3,2,2,12,6,12,11,5,0,0,48
9,9,6,7,6,0,12,4,8,1,5,11,3,0,1,4
7,10,9,2,10,11,10,11,7,12,3,2,5,7,5,13
10,8,9,7,8,11,3,7,1,9,7,8,12,1,10,30
5,7,12,10,3,9,9,3,7,11,12,11,4,4,12,10
9,12,2,11,1,5,7,2,8,5,5,5,3,8,7,49
4,8,0,4,1,3,11,1,7,1,3,12,1,7,3,46
11,0,7,10,12,1,5,8,11,5,8,11,4,6,0,17
7,9,8,2,12,2,6,8,2,6,10,5,8,8,2,48
2,10,1,10,9,6,12,10,4,3,1,0,9,5,3,15
6,10,5,7,11,12,8,9,0,8,6,11,6,4,5,47
0,11,2,5,11,7,5,7,5,5,0,0,2,0,5,20
