100,5,50
533,996,215,140,159
8,10,9,4,5,28
5,10,0,6,9,7
9,2,10,8,8,5
0,2,6,1,8,17
9,8,9,6,7,25
8,9,5,9,2,34
9,3,7,2,1,22
3,8,6,3,2,22
4,10,9,7,0,32
7,5,5,10,3,33
9,0,7,2,7,40
7,9,10,0,5,46
9,6,4,2,4,6
6,3,7,8,10,10
1,9,2,7,1,25
4,8,8,0,6,22
8,6,3,0,10,14
7,4,1,5,1,25
6,10,2,10,2,19
4,10,1,9,2,2
3,2,2,1,3,22
4,4,8,3,0,47
0,3,4,6,9,42
2,1,2,5,2,33
1,6,1,6,1,21
0,6,7,9,6,32
9,10,10,9,0,3
9,5,2,4,4,14
8,9,8,7,6,50
1,9,9,5,5,17
9,0,0,1,5,48
3,0,10,1,8,37
1,3,0,9,10,43
10,5,5,7,7,48
4,7,10,8,3,8
2,6,0,0,5,20
4,8,7,6,8,44
5,4,10,1,6,21
1,10,1,6,5,37
1,1,1,4,6,3
5,10,0,0,2,32
1,2,0,3,8,7
6,0,10,4,0,21
10,9,1,5,5,19
10,8,3,5,7,11
4,0,0,1,10,20
8,10,4,8,8,38
10,5,2,10,0,13
8,7,7,9,3,25
2,5,0,5,6,39
2,3,1,2,8,4
8,5,8,5,10,46
0,3,5,3,5,26
6,0,4,10,10,15
6,1,10,0,8,37
3,2,10,2,4,24
6,9,7,10,5,19
8,3,7,1,9,2
0,3,10,9,1,11
8,6,3,1,1,8
9,2,1,3,0,10
3,2,3,7,9,17
7,7,6,6,0,25
8,5,5,10,10,24
6,8,7,0,9,11
6,4,10,6,5,47
3,10,6,2,7,13
3,8,1,9,5,48
7,4,7,8,10,20
1,9,10,7,3,44
2,0,0,1,6,20
1,0,7,2,5,1
10,2,8,7,6,27
4,8,5,10,3,44
8,8,6,8,5,44
8,7,8,9,4,23
2,4,10,7,5,3
10,4,6,3,3,40
2,2,7,3,7,13
7,1,9,8,10,40
0,9,10,8,10,40
4,8,7,7,7,50
4,2,5,10,6,19
8,1,5,8,4,16
10,9,7,7,1,14
7,5,6,0,10,28
9,7,6,1,5,17
3,8,6,3,1,15
1,1,5,6,5,14
2,1,1,10,1,40
4,1,5,4,6,40
0,1,7,4,5,24
10,8,0,6,2,11
5,5,9,9,3,0
0,6,1,3,6,34
4,3,1,10,9,46
7,8,2,7,1,36
10,0,3,3,9,11
4,3,10,1,5,31
1,0,2,0,10,9
