95,6,50
379,618,952,84,592,680
0,6,5,1,2,1,42
2,1,9,1,3,0,18
3,2,3,8,1,8,18
7,0,1,2,9,8,29
3,9,7,3,9,1,36
9,6,7,1,4,10,6
3,1,0,1,5,9,13
7,9,7,2,7,0,17
9,10,9,4,1,0,46
7,5,9,1,4,4,12
10,9,4,4,0,5,31
3,8,9,1,2,7,36
5,6,5,8,6,2,8
9,7,1,8,6,10,49
1,8,2,7,1,1,38
5,5,9,7,8,1,33
10,10,9,7,5,1,38
7,9,9,8,3,7,6
2,6,8,4,1,5,50
2,2,8,5,4,1,37
4,9,2,0,1,2,15
7,7,9,9,6,10,7
4,6,1,6,5,6,25
9,3,4,9,7,9,21
2,7,6,9,5,0,33
8,8,9,7,9,1,47
9,2,4,8,7,5,13
6,7,0,4,9,6,11
3,1,2,10,8,2,34
5,6,8,0,6,9,12
6,10,2,6,1,1,17
10,3,3,3,2,3,14
7,9,7,7,10,4,33
7,1,7,8,8,9,49
9,5,4,0,10,4,41
4,5,8,2,1,9,5
9,6,6,3,5,7,26
3,9,6,4,1,2,6
9,3,9,3,10,0,45
3,3,4,4,2,6,43
2,5,1,7,3,10,39
5,6,10,5,9,5,36
3,9,10,2,6,5,33
6,9,8,2,5,8,15
9,2,3,1,3,3,47
3,8,4,3,7,4,16
1,7,9,1,8,4,29
4,8,6,9,5,5,19
5,4,4,4,8,9,26
10,3,9,3,7,8,49
1,1,0,2,4,7,28
0,8,2,0,6,3,10
5,7,10,1,7,5,36
0,2,3,8,7,6,31
0,3,2,2,0,1,5
0,7,2,6,9,8,44
1,3,5,4,10,4,36
0,7,8,2,9,6,17
4,10,10,7,6,10,35
7,3,5,8,1,8,23
10,2,10,4,2,5,31
10,2,9,8,7,4,3
10,10,5,8,10,1,8
10,9,1,10,6,3,11
1,6,6,10,6,7,4
7,1,1,3,9,7,25
4,9,4,5,8,1,5
9,0,8,6,4,1,3
7,8,4,8,1,10,18
5,4,9,4,2,6,22
6,2,3,9,4,1,26
8,10,2,9,3,4,2
8,2,8,4,4,2,36
9,3,2,3,7,3,11
8,5,3,1,4,8,13
2,0,9,3,5,0,18
2,10,0,5,10,9,49
7,9,10,3,7,1,3
1,6,4,9,4,0,14
8,10,5,9,9,5,46
7,5,10,3,3,6,39
6,4,8,7,8,3,21
3,6,7,10,7,3,7
4,2,0,1,7,9,3
7,2,7,10,0,5,48
9,10,2,3,8,7,28
9,0,6,3,1,5,9
8,0,7,6,5,7,15
3,2,8,0,0,2,5
3,1,8,5,5,1,34
9,7,7,3,5,1,4
4,8,4,4,10,3,1
3,2,10,2,5,9,12
6,9,6,3,4,4,40
8,7,6,3,1,365,25
