80,5,50
86,51,343,657,186
7,3,8,9,9,5
7,5,2,11,11,28
11,3,2,6,0,1
7,10,12,1,0,40
3,2,11,8,6,3
9,11,1,10,7,28
5,4,8,1,9,21
3,4,1,6,10,39
4,1,10,2,4,42
5,11,3,5,11,15
7,7,5,11,8,46
8,8,11,1,9,44
2,7,12,4,12,18
8,8,3,7,9,12
3,8,9,7,11,6
10,10,3,7,2,14
8,0,5,9,2,30
11,9,5,4,2,20
9,10,11,3,12,1
8,12,4,9,2,32
9,6,6,8,10,2
6,11,1,9,6,43
11,2,0,1,6,23
5,8,5,3,8,10
6,3,5,2,9,19
12,0,8,1,12,4
0,3,0,10,11,16
4,3,10,9,11,25
0,5,2,4,2,27
7,10,0,9,5,27
12,0,9,0,5,36
0,12,4,4,6,5
9,1,0,9,2,50
12,8,3,9,10,0
0,5,11,4,9,35
12,1,2,3,11,48
12,2,0,7,11,49
5,8,12,12,6,49
0,12,0,6,12,4
0,0,3,3,3,37
1,3,8,9,7,47
10,12,12,7,9,26
3,7,9,11,3,44
11,4,9,0,4,22
3,12,6,11,3,13
2,1,1,7,5,41
7,0,7,7,12,30
5,10,9,8,11,8
3,7,11,0,3,21
1,11,11,8,3,35
4,0,0,5,10,19
5,2,9,1,5,20
8,9,7,0,10,20
11,6,10,2,2,9
10,3,8,1,10,0
2,9,7,8,2,26
4,6,10,8,10,40
5,1,9,9,6,39
9,7,1,2,8,50
5,2,12,1,8,4
11,10,6,10,3,1
2,2,7,5,12,26
3,10,5,8,7,41
12,1,2,8,10,4
8,9,3,3,8,22
5,4,3,9,9,26
8,7,11,0,4,30
4,5,4,5,2,8
8,4,2,5,11,38
12,3,4,10,10,4
5,2,12,9,2,4
12,11,7,5,11,34
0,4,12,5,8,38
7,8,11,4,12,14
3,12,11,1,9,39
12,6,1,6,3,23
3,7,8,4,10,11
4,6,8,12,4,17
5,10,5,2,4,1
7,5,6,12,10,2
