45,4,50
253,388,263,395
2,4,16,21,21
19,5,0,1,3
19,21,18,13,34
15,11,22,5,24
3,22,12,9,45
12,13,8,10,28
1,0,3,15,46
1,0,2,15,33
0,15,7,6,23
18,11,12,7,26
22,18,1,3,45
4,9,6,3,28
16,2,18,11,50
18,11,7,14,16
14,8,20,20,28
5,0,1,22,11
19,10,15,6,41
0,22,20,11,45
15,2,20,11,21
10,0,5,6,36
6,9,20,8,26
4,3,10,2,46
21,0,7,21,40
20,21,13,14,48
14,2,9,15,27
6,14,8,4,41
13,16,4,16,31
16,5,21,12,49
14,10,6,22,3
15,16,10,18,42
11,11,1,4,17
2,11,19,12,6
20,5,18,1,19
15,12,21,4,9
8,22,4,6,49
14,20,12,16,32
12,13,2,19,16
17,11,21,19,44
17,12,8,1,50
3,6,10,3,9
4,11,13,9,6
21,6,15,3,30
12,15,15,11,36
17,5,18,9,27
0,21,3,3,23
