65,11,50
441,333,520,339,271,560,514,281,667,657,470
14,2,10,8,15,9,14,2,13,6,14,28
15,10,2,13,7,15,5,5,9,3,4,41
2,6,5,3,6,6,10,0,10,9,6,26
4,12,15,5,0,9,4,13,4,13,1,34
6,11,1,0,12,11,4,11,5,8,1,22
6,9,12,0,7,13,12,0,15,12,7,21
13,11,15,12,9,0,1,14,10,8,10,45
10,6,13,4,7,12,4,5,10,14,3,50
13,5,3,9,9,2,13,9,14,4,4,20
7,11,9,13,12,14,9,4,9,10,10,47
0,11,6,11,11,0,7,15,4,10,3,32
8,6,10,9,9,12,14,12,4,6,1,49
3,4,6,13,3,15,1,7,8,14,0,0
15,6,14,13,4,4,6,13,6,0,5,12
8,10,3,12,9,8,3,12,6,4,8,50
14,15,10,0,7,10,10,13,15,7,3,21
6,11,2,8,10,7,7,15,2,7,11,16
15,11,4,13,15,4,8,5,4,1,15,44
5,10,11,8,4,12,12,2,0,7,15,44
11,4,7,4,14,12,15,3,12,5,15,28
5,13,13,4,12,12,5,13,11,5,12,36
4,13,2,8,11,0,6,8,3,0,14,26
6,15,7,11,10,15,10,11,0,7,0,18
14,9,7,0,15,2,5,9,9,2,12,45
0,13,15,13,9,1,4,12,1,8,10,24
15,0,13,7,8,10,8,0,2,0,10,22
10,10,13,0,10,3,2,2,5,7,1,50
5,15,0,14,7,1,1,10,5,2,1,13
5,13,14,13,15,9,9,6,5,5,12,32
14,7,14,7,4,6,4,8,15,4,10,18
0,0,3,1,3,11,14,2,15,10,9,16
15,11,10,10,6,11,11,1,15,7,6,9
3,2,2,15,15,6,12,7,4,15,9,20
0,4,11,2,14,7,2,12,10,15,5,26
7,4,2,11,4,11,2,7,12,2,0,45
13,15,11,14,11,4,10,9,6,5,0,18
10,13,1,15,6,14,3,10,15,7,8,32
5,11,11,3,5,0,9,7,1,5,2,48
14,7,15,8,12,6,7,11,11,4,13,28
12,13,12,6,5,13,6,12,10,15,8,5
8,2,3,7,3,1,7,9,3,2,0,15
10,14,5,5,9,3,15,3,4,7,7,27
3,14,3,3,11,14,3,9,12,1,6,46
11,10,2,13,3,12,4,7,8,7,5,37
13,4,14,3,6,3,13,0,0,2,8,18
0,1,1,3,9,5,11,11,2,10,12,46
7,12,4,7,14,7,13,12,13,13,3,20
11,8,5,14,4,1,12,4,1,1,12,26
7,5,10,14,14,7,13,10,5,11,7,37
4,7,5,9,3,7,5,11,9,15,8,18
7,2,8,14,6,3,12,15,14,11,10,27
9,10,12,3,7,1,6,13,3,15,6,35
5,10,13,1,10,0,14,2,1,15,4,36
7,2,9,1,6,13,4,13,9,11,2,45
3,5,8,5,1,6,8,14,13,13,3,26
4,3,14,8,10,14,7,15,13,5,9,39
7,4,15,10,8,2,6,2,3,1,6,23
7,6,2,6,2,10,14,13,1,0,0,22
10,8,10,5,14,3,7,3,9,8,4,1
12,6,1,8,14,11,8,4,14,5,13,6
11,7,6,1,8,14,13,6,10,5,4,17
3,5,9,3,5,1,10,5,15,1,10,29
12,12,5,11,12,12,0,9,2,13,4,15
0,7,13,14,0,12,14,6,5,3,8,12
1,6,10,3,8,9,10,9,4,12,5,0
