25,13,50
993,481,475,56,723,142,241,932,91,788,820,822,31
33,14,17,35,38,31,11,33,14,31,10,4,27,30
16,29,35,27,7,32,0,34,36,13,25,10,8,40
36,11,29,34,10,14,19,8,17,15,34,21,9,19
22,21,7,34,40,36,6,20,17,29,23,28,27,7
35,23,14,22,28,3,4,37,19,36,30,10,4,40
19,15,10,35,36,10,27,28,3,10,34,38,30,50
32,12,21,9,33,20,3,19,37,6,39,29,23,37
8,7,21,12,29,40,17,11,5,3,31,21,30,47
21,39,29,39,7,6,24,12,18,9,7,18,38,38
33,20,36,33,7,37,37,3,28,14,38,10,20,45
25,22,14,4,37,4,20,38,7,34,34,16,11,43
23,27,32,14,36,17,18,21,20,30,26,20,9,10
28,0,14,2,8,6,22,30,39,19,16,18,17,25
21,16,7,40,4,21,11,1,9,10,39,27,20,19
14,31,8,3,18,13,31,26,25,29,17,15,21,36
38,26,11,30,15,27,24,31,0,36,24,32,0,32
23,22,30,16,35,24,16,19,3,40,24,8,10,50
17,7,28,34,5,35,6,11,34,33,8,38,33,48
9,20,35,9,6,17,3,13,15,22,20,7,19,32
17,25,11,4,6,0,18,28,30,31,7,0,39,28
5,25,31,17,30,12,27,7,10,38,12,34,5,42
23,25,2,33,23,2,9,7,32,40,2,40,3,50
3,25,37,25,9,7,39,37,39,35,26,27,26,8
16,19,9,11,33,9,19,32,28,16,27,40,30,6
36,18,17,26,39,30,22,3,0,1,6,22,25,24
