95,4,50
235,232,893,506
10,8,4,7,28
3,10,8,9,3
5,8,4,8,43
4,6,5,7,6
6,5,1,2,43
6,3,5,7,25
0,2,10,8,32
6,6,1,7,31
10,9,7,6,34
3,10,2,6,22
0,6,8,2,2
9,5,0,8,6
1,0,8,3,29
5,1,9,6,21
4,4,7,3,12
7,0,8,0,39
4,4,10,9,42
5,4,6,6,3
8,1,1,0,28
8,3,2,0,33
8,5,4,5,38
9,3,10,9,17
7,2,2,4,11
3,4,8,0,23
2,6,3,4,33
7,10,5,7,26
6,2,2,6,40
3,9,10,7,23
7,0,9,3,20
2,10,9,3,19
10,5,2,6,19
0,4,2,9,10
9,7,2,8,33
6,1,10,6,39
7,1,2,10,36
0,5,10,8,24
4,2,2,0,10
5,4,5,6,30
6,3,3,8,20
7,4,8,7,50
7,9,7,9,49
8,0,10,0,9
3,1,5,6,17
6,0,1,9,25
8,4,10,8,17
9,8,1,7,0
0,4,3,9,47
2,4,3,9,45
2,10,0,1,0
5,6,6,3,11
5,4,5,9,46
5,3,9,2,36
10,10,7,4,33
2,4,2,5,10
7,3,5,9,8
7,8,4,9,26
1,1,1,7,18
10,0,0,1,30
9,0,9,0,22
1,1,8,9,31
5,5,3,10,10
3,10,10,1,43
10,6,1,2,49
5,8,3,9,43
1,3,10,1,33
3,2,8,10,35
1,9,1,8,0
8,9,10,8,5
8,3,1,2,42
5,1,4,8,48
10,2,2,9,13
1,3,9,9,10
10,5,3,4,48
1,6,7,5,32
7,0,0,1,23
5,9,7,2,24
6,6,5,5,28
6,6,5,9,5
2,0,7,7,31
5,5,7,9,35
7,4,0,8,40
9,8,6,5,1
10,1,4,10,11
0,1,8,5,13
7,1,6,9,36
2,2,2,2,12
4,5,2,5,14
8,1,7,5,43
5,9,1,1,38
8,2,8,7,3
10,6,1,7,40
1,4,2,8,41
4,6,10,7,44
8,3,5,4,30
6,5,8,10,4
