90,4,50
173,963,91,527
9,8,10,6,48
8,11,3,3,42
1,6,4,11,23
6,7,5,5,31
2,9,7,4,18
2,2,4,6,50
9,3,9,8,46
5,4,10,11,33
7,2,0,11,34
5,3,5,3,5
8,10,1,8,1
7,7,1,9,4
11,0,9,5,17
11,6,1,4,35
9,2,11,5,45
4,11,5,11,11
0,1,2,0,5
7,6,4,4,34
11,8,0,6,22
5,9,1,8,34
3,6,11,7,38
9,11,8,2,36
0,6,2,0,41
3,9,10,0,45
4,0,1,11,13
11,8,5,9,21
0,11,4,9,24
8,2,7,2,2
9,1,1,11,44
7,7,9,9,41
5,3,0,8,43
2,8,6,11,14
7,0,1,8,3
8,7,11,0,36
10,5,9,4,34
9,0,8,3,49
7,2,10,1,42
0,10,2,8,25
4,7,6,4,21
7,6,3,10,43
6,3,9,5,12
5,4,8,11,7
9,10,11,3,26
9,6,2,4,11
11,7,1,10,1
8,3,9,7,32
4,2,8,8,31
5,10,1,5,27
0,1,8,9,27
11,7,1,8,13
7,7,3,9,33
5,6,11,11,45
3,2,5,2,16
11,0,1,4,29
7,5,6,1,35
6,8,0,5,30
6,6,10,6,34
9,7,9,2,45
4,4,9,7,15
9,2,11,0,26
6,4,6,3,4
4,6,1,9,24
1,0,0,4,16
0,5,8,7,23
0,10,4,7,29
11,0,10,10,0
8,8,8,3,49
1,4,6,0,18
4,3,1,4,24
11,7,3,11,24
1,4,3,11,27
7,9,4,6,35
10,8,4,11,6
0,11,4,7,40
8,7,5,9,28
2,2,0,10,37
10,0,4,6,33
11,7,10,11,35
7,5,5,0,33
10,7,3,1,48
3,0,6,3,48
0,5,0,10,47
5,6,0,2,41
2,6,3,9,26
3,10,11,3,5
10,7,8,3,22
0,1,1,0,46
9,8,2,10,5
2,5,4,4,38
10,0,10,10,21
