95,6,50
692,373,334,219,2,551
3,10,4,4,7,3,34
1,5,3,5,10,1,11
10,0,3,8,2,10,50
10,4,9,5,6,1,49
6,2,4,9,0,5,29
0,7,1,9,1,3,19
0,7,10,10,5,0,1
10,10,6,5,3,3,21
10,1,0,5,4,4,44
0,5,5,6,8,0,3
6,2,8,8,7,0,47
3,10,7,10,4,1,9
9,8,5,8,4,3,24
4,1,4,2,7,1,8
0,0,4,7,2,3,6
10,0,2,4,3,7,50
1,3,2,4,6,8,18
1,9,6,7,9,6,28
4,6,3,3,3,10,8
5,9,9,6,0,10,9
0,7,9,5,0,7,16
1,9,7,2,8,9,1
7,10,6,6,5,4,6
5,10,9,7,9,9,11
2,3,4,9,5,6,23
6,5,10,6,0,3,4
4,9,1,8,1,0,49
4,9,0,8,10,3,40
8,9,10,1,5,8,19
6,7,7,1,3,2,0
4,1,0,5,4,3,35
1,5,5,4,9,5,8
5,6,2,0,5,10,38
3,9,1,1,8,5,22
1,0,1,6,4,1,10
8,10,0,0,4,0,27
6,3,4,4,0,5,10
8,8,6,4,7,0,21
5,0,6,4,7,3,6
10,3,5,1,4,2,4
0,7,4,3,5,6,0
6,4,7,2,2,9,41
0,3,5,2,1,0,37
5,10,4,1,3,0,42
2,6,6,2,7,10,12
7,8,0,8,1,10,22
0,9,5,0,1,5,16
0,2,2,3,3,10,40
6,3,1,0,9,2,42
5,5,4,10,9,0,13
4,6,8,9,6,7,5
4,4,2,5,1,1,2
3,5,0,1,8,7,24
4,4,3,1,7,2,6
6,4,7,1,10,9,30
6,4,7,10,1,7,0
0,5,7,10,7,5,2
7,5,6,10,9,10,45
0,5,0,6,8,0,25
5,4,2,7,10,9,38
7,4,0,5,10,8,37
4,2,3,10,3,1,31
3,3,8,8,6,0,44
2,0,0,8,7,3,44
8,6,10,10,7,2,4
2,6,2,8,1,4,4
6,10,4,0,1,2,0
6,2,8,3,6,5,45
10,9,2,8,5,2,46
5,2,7,8,8,4,13
7,8,0,1,9,5,0
8,7,1,5,3,6,26
5,1,1,7,0,3,0
1,10,5,7,6,8,30
5,6,9,4,10,8,42
2,2,5,6,6,5,11
5,2,6,4,4,7,50
4,4,3,8,8,7,2
10,9,4,7,9,5,36
5,0,4,4,10,5,28
4,0,4,9,3,1,46
9,5,1,0,3,4,24
8,7,10,9,1,1,3
10,1,6,3,7,1,28
2,3,3,1,7,5,42
9,5,5,9,9,0,36
6,0,10,9,3,2,28
8,8,3,6,6,8,20
0,10,3,0,5,10,9
2,7,6,9,1,3,20
0,4,1,10,1,1,5
3,3,1,4,4,2,17
6,9,5,9,4,3,11
0,6,8,6,10,8,17
10,3,5,7,5,10,15
