45,10,50
598,929,422,977,985,550,862,477,170,355
15,12,4,8,22,21,11,21,17,9,10
8,18,21,6,0,17,9,11,18,10,15
8,22,14,16,9,13,19,12,3,3,20
0,6,2,4,8,13,15,4,16,10,28
13,1,3,11,4,20,7,14,22,11,27
6,21,8,17,5,16,16,2,4,21,32
6,0,0,22,9,1,5,0,20,10,11
20,18,17,18,0,22,18,18,14,17,11
4,17,12,3,22,0,17,13,18,4,5
1,19,12,0,13,20,8,21,8,6,37
7,1,2,7,3,12,15,3,12,17,40
16,13,18,8,22,6,12,6,13,13,11
7,2,8,0,8,5,14,15,10,6,32
5,8,17,1,11,11,20,21,9,0,42
0,21,18,7,2,11,16,14,3,17,22
13,13,16,0,7,12,21,14,12,10,50
19,15,12,3,5,3,15,12,9,12,46
5,1,3,0,4,18,13,13,10,2,27
0,0,5,14,9,6,7,21,0,18,44
0,0,16,15,13,19,7,7,20,22,21
4,7,4,21,7,3,11,10,13,12,6
17,15,6,18,2,15,12,0,4,5,8
16,19,18,7,12,1,7,0,6,22,22
19,4,0,7,19,6,9,18,13,21,24
16,14,21,12,2,5,7,3,2,1,10
22,22,15,6,11,18,19,8,4,3,35
11,0,21,13,1,8,22,11,7,16,29
13,10,10,14,0,18,12,5,7,18,15
15,20,17,9,22,3,5,6,20,11,4
9,22,1,11,11,5,9,2,17,21,9
18,1,16,15,17,17,16,1,8,7,8
2,12,19,14,11,8,8,13,17,16,30
5,0,10,8,11,10,16,21,0,6,24
21,7,7,8,12,20,8,2,21,5,46
2,1,0,17,19,8,11,10,18,6,9
17,0,17,5,7,17,11,9,20,2,26
7,0,21,13,7,22,17,0,1,21,39
13,15,17,13,19,17,7,13,17,9,21
21,9,17,12,16,8,8,15,7,17,23
16,10,2,7,5,13,16,21,21,11,0
20,6,19,7,22,2,16,21,1,15,4
6,20,3,19,22,7,19,13,0,16,21
20,15,9,7,22,11,14,10,9,16,18
6,10,14,21,8,19,14,18,11,3,49
8,4,1,16,4,10,18,22,17,1394,27
