90,6,50
350,889,245,862,978,900
6,7,11,11,0,3,29
9,11,9,0,11,9,39
4,10,3,10,9,4,30
0,10,4,3,4,4,2
9,11,4,5,4,4,42
2,1,6,4,2,3,14
1,11,0,6,7,9,9
5,8,3,4,6,9,11
8,11,1,6,8,2,46
4,4,2,3,3,4,43
4,10,10,9,8,0,15
7,1,9,8,1,10,36
10,7,9,2,11,6,27
0,3,4,9,7,0,8
6,11,4,2,8,5,45
4,0,4,4,6,8,20
8,6,0,8,10,3,11
7,9,8,3,9,2,17
1,11,5,11,8,0,11
0,5,11,4,11,6,35
6,0,11,0,4,1,18
5,5,1,0,0,6,15
0,6,9,0,11,5,15
2,6,8,2,0,2,40
11,10,4,8,4,8,36
11,5,10,1,1,0,0
5,11,6,0,11,3,27
5,0,0,9,11,7,6
0,11,8,0,6,8,13
0,9,0,10,11,0,49
9,2,6,9,5,2,28
0,2,9,2,6,3,20
9,9,7,9,0,9,34
11,3,10,10,1,11,11
11,5,6,0,0,2,27
3,10,8,6,9,7,41
4,8,0,8,9,4,41
3,9,1,0,5,6,19
0,1,8,9,2,3,46
10,2,4,3,7,7,21
6,5,10,4,2,2,1
6,10,6,10,6,0,32
2,6,5,4,8,10,6
7,0,6,11,1,4,38
2,2,9,0,5,9,23
5,4,1,5,5,4,37
4,4,6,1,1,3,16
8,6,10,6,1,4,45
0,5,8,1,7,0,26
3,6,8,2,11,6,20
1,5,11,5,10,8,50
1,4,10,6,8,8,3
2,4,10,0,6,3,40
5,6,4,5,1,3,26
9,0,7,0,0,2,49
6,2,10,9,7,11,30
1,0,8,0,7,11,42
10,9,7,8,7,7,14
0,10,2,1,8,2,18
5,9,4,11,2,7,34
8,8,3,6,7,3,50
0,7,11,6,10,5,36
7,3,1,8,2,10,22
11,5,4,6,6,0,43
8,7,6,8,4,7,50
11,4,1,0,9,11,31
7,11,1,3,5,1,41
0,5,5,6,8,11,12
3,0,1,7,6,6,7
8,10,6,3,11,3,8
4,6,7,8,3,4,22
11,7,9,3,6,5,43
2,5,7,8,7,10,30
8,5,2,11,2,2,26
0,1,9,1,9,11,28
2,9,7,9,1,11,30
7,11,1,9,8,6,46
2,4,1,7,6,0,50
8,11,4,9,5,11,49
3,0,8,6,0,9,14
0,1,11,4,5,10,18
1,10,10,10,8,0,23
0,2,5,11,9,5,50
3,2,0,10,0,7,41
5,2,4,0,0,10,45
2,4,1,1,1,2,50
5,2,5,8,2,2,13
11,1,9,1,11,7,13
1,0,1,6,8,10,21
2,4,4,5,7,1347,6
