75,6,50
750,363,123,878,22,835
7,11,4,1,13,11,4
3,0,9,9,7,6,20
11,6,0,1,11,7,9
13,6,0,5,3,11,36
12,2,2,13,10,11,0
13,0,4,10,1,10,28
3,12,2,10,3,13,33
13,7,8,5,8,2,17
13,5,3,13,2,11,42
12,3,3,11,12,13,1
6,1,2,0,2,7,11
6,2,0,4,9,3,39
5,4,8,8,5,4,43
3,13,2,3,6,4,41
1,10,5,4,0,7,35
5,7,9,3,13,3,10
3,11,3,5,10,11,48
3,10,12,11,7,12,6
13,2,0,11,6,4,21
9,6,2,5,6,4,18
13,2,9,6,7,8,33
2,8,4,12,9,12,8
13,5,2,10,2,1,21
3,0,12,1,12,2,29
2,7,3,0,10,2,0
3,4,9,12,12,1,39
3,4,9,0,4,9,2
1,11,3,0,12,13,7
9,2,0,0,12,10,19
9,13,11,4,6,11,10
10,11,12,9,11,12,45
10,5,7,5,8,11,15
12,7,3,0,11,0,9
5,11,1,1,13,3,47
6,12,1,1,11,3,34
11,12,12,3,13,8,45
4,4,11,5,10,6,23
10,1,6,0,2,3,39
10,8,7,9,11,1,17
8,13,2,12,0,11,41
6,8,8,9,0,2,44
10,11,7,6,12,0,25
6,12,4,10,7,6,32
2,1,6,8,7,13,30
0,7,2,10,11,0,19
8,6,2,13,4,10,15
12,6,7,3,0,9,37
7,4,6,13,8,1,14
10,11,5,13,4,3,5
4,1,12,12,11,5,8
9,7,3,5,9,11,6
7,0,6,7,9,5,23
7,4,8,5,12,6,49
2,2,3,6,7,3,18
8,0,1,13,9,11,31
7,10,11,0,5,11,3
1,9,13,5,9,13,41
9,4,3,13,5,12,47
4,2,13,0,3,4,41
13,13,2,3,3,7,46
10,3,4,13,5,6,2
2,6,2,0,10,6,12
13,4,3,12,1,5,11
4,6,5,13,5,9,49
9,4,11,2,10,9,45
6,4,3,3,13,12,39
1,10,13,3,12,1,30
2,6,0,0,5,8,44
6,13,1,11,8,10,22
7,3,0,1,11,8,25
4,10,3,9,9,4,28
0,0,0,10,5,4,35
2,3,6,4,5,11,3
10,10,12,3,5,0,35
1,4,7,10,5,78,40
