65,5,50
395,852,769,733,978
13,3,13,14,11,10
13,5,7,6,6,42
8,10,4,3,6,40
11,9,12,10,14,33
13,14,0,12,5,45
9,4,2,10,11,1
3,12,5,12,15,21
8,14,9,2,9,20
3,9,7,15,1,34
13,14,15,12,9,17
5,12,14,6,10,45
6,4,7,13,13,9
13,12,10,0,10,15
15,1,7,0,4,23
6,6,14,10,11,10
6,10,8,2,7,5
13,2,8,9,15,18
11,13,8,15,4,14
0,7,14,5,11,14
11,3,3,11,11,47
8,11,15,8,4,22
13,7,3,3,7,4
3,0,8,7,9,4
14,6,5,5,14,20
6,12,4,1,1,25
10,8,14,13,11,18
3,9,9,6,5,20
12,14,12,3,11,39
7,12,0,10,0,29
7,13,1,2,7,4
7,9,4,10,5,24
4,9,12,9,1,10
10,7,14,14,1,42
14,6,10,7,1,44
9,1,0,1,3,46
11,12,13,3,1,27
6,13,0,13,8,50
13,9,11,11,7,32
10,0,7,10,10,25
10,11,9,14,2,36
4,2,10,9,11,17
9,14,8,12,8,25
14,14,7,12,14,38
13,3,0,12,15,34
0,14,3,9,7,41
5,2,12,14,10,31
10,4,3,15,4,39
4,2,6,2,6,28
13,12,9,7,10,38
14,7,3,9,4,50
11,0,1,15,4,23
4,11,1,11,8,26
0,12,12,3,8,27
1,0,0,9,3,37
0,4,12,14,12,25
5,5,14,5,14,32
3,3,0,0,9,48
1,7,6,14,7,15
13,6,1,0,13,36
3,11,11,1,0,21
1,8,13,4,7,46
3,10,1,12,5,44
8,15,3,15,14,36
15,12,12,5,14,36
14,6,0,11,1184,0
