100,5,50
393,225,624,756,170
10,0,0,2,1,33
10,1,0,8,4,37
6,2,3,7,4,10
8,5,3,8,2,46
0,3,5,1,7,41
6,1,2,4,1,32
8,0,5,1,4,33
8,0,6,3,9,17
0,1,10,5,8,47
4,3,8,0,8,25
5,8,4,0,0,41
8,9,0,6,4,31
0,3,2,9,8,35
8,6,6,4,1,30
6,6,8,2,1,16
5,9,0,10,10,49
4,9,4,1,4,4
4,7,10,1,9,18
1,7,2,10,7,8
1,4,6,0,7,24
2,4,9,0,1,47
2,6,10,0,5,26
1,2,1,7,5,13
10,6,3,1,1,3
3,3,0,2,6,24
10,5,7,0,5,1
6,10,7,9,3,18
4,7,5,9,9,41
5,3,2,1,10,9
0,6,3,0,1,41
5,5,2,8,7,41
9,8,9,2,0,30
1,10,2,9,9,25
6,8,5,3,4,13
7,4,0,9,9,5
8,7,10,4,8,2
9,9,0,0,8,3
2,5,0,5,0,28
3,2,10,2,1,15
4,4,1,9,5,16
4,3,9,3,7,18
9,2,2,6,10,22
8,10,2,3,4,2
0,9,3,1,5,4
9,4,5,9,9,43
9,6,10,4,10,28
5,1,0,4,3,12
2,5,5,4,6,23
1,6,8,7,9,40
2,8,3,8,2,17
6,4,7,0,1,14
6,4,9,5,0,36
1,4,2,3,5,6
8,10,3,6,0,3
2,6,10,1,10,5
2,5,5,9,1,40
8,8,9,10,7,11
10,8,1,5,7,14
2,9,6,3,7,10
8,7,4,7,4,2
2,2,3,6,5,26
0,7,5,1,4,26
3,2,7,0,4,43
8,5,2,7,9,24
5,7,2,9,4,20
9,4,5,2,7,17
7,6,0,8,1,31
0,2,5,5,9,29
1,7,5,7,8,46
0,6,4,6,6,8
7,2,3,8,4,39
6,1,6,7,6,8
0,1,7,1,7,10
0,5,4,4,6,49
5,2,3,1,5,46
6,4,8,10,4,19
10,7,6,5,6,27
4,7,2,7,5,38
3,10,1,10,5,2
4,4,6,2,6,8
3,3,0,0,0,10
8,9,8,5,5,15
2,1,6,5,9,40
2,9,1,4,0,18
1,5,10,0,5,11
4,2,10,6,0,40
2,9,5,2,10,27
3,0,6,10,4,12
9,3,3,8,3,21
2,4,8,1,3,11
5,1,3,3,1,21
10,9,4,10,3,43
0,3,0,0,1,32
0,6,4,8,5,7
4,2,0,7,0,22
7,7,10,8,1,6
6,8,0,2,3,26
1,8,9,4,4,32
0,0,6,10,1,32
2,6,9,4,4,43
