45,6,50
887,527,248,506,599,912
18,10,10,12,12,15,10
21,4,18,8,1,0,32
16,0,10,14,15,16,22
20,5,16,11,11,10,42
7,14,14,17,20,2,3
22,18,18,3,12,0,0
6,10,0,22,2,4,19
11,5,12,12,16,4,15
6,14,4,13,4,10,19
11,8,19,1,7,14,50
10,22,19,11,5,5,47
2,14,19,22,6,15,2
18,12,14,17,0,1,33
22,18,14,1,14,2,3
4,5,12,2,2,5,46
6,4,16,21,15,0,1
1,3,22,5,1,22,20
1,14,5,9,13,8,39
12,6,14,14,19,6,7
22,7,7,0,17,19,26
4,10,3,3,11,7,0
2,7,20,12,15,1,40
17,16,17,16,20,14,1
1,11,10,0,16,0,23
7,15,7,12,12,11,24
13,17,8,18,4,6,28
12,22,3,5,21,18,41
11,11,17,2,17,21,20
2,7,1,20,0,7,18
10,6,6,9,7,15,24
10,9,12,21,22,18,48
0,4,2,16,15,0,37
19,0,18,9,13,9,5
19,20,17,10,19,0,35
2,5,12,5,15,14,0
7,11,13,13,13,8,6
22,13,21,18,2,16,30
11,17,7,8,1,8,14
22,4,20,19,18,0,4
5,22,5,2,1,14,14
14,11,9,4,16,4,2
10,18,6,0,20,3,16
14,15,4,10,19,0,17
8,10,20,19,15,14,27
21,17,9,18,12,793,27
