50,5,50
203,863,266,956,33
18,2,11,18,6,24
16,4,5,4,15,9
12,8,5,16,10,5
17,7,4,9,19,6
17,15,2,10,19,20
15,13,7,16,9,29
17,19,10,8,12,49
4,1,15,3,2,10
11,11,20,10,16,1
20,15,5,17,4,42
15,11,16,9,16,16
16,0,19,11,0,36
7,20,8,16,5,38
5,4,6,5,16,0
8,6,10,1,4,24
7,4,12,17,1,39
20,0,8,11,11,40
5,19,10,13,12,49
13,14,17,9,19,36
1,12,18,17,0,13
7,6,17,14,20,11
8,20,0,15,4,17
17,7,18,13,15,4
4,2,20,16,9,40
10,6,20,14,6,9
6,4,3,0,20,41
10,0,15,13,20,6
0,20,2,16,10,15
3,8,12,8,4,50
9,3,6,14,10,14
2,14,1,0,12,17
5,1,19,18,14,41
3,20,1,20,9,4
11,5,4,5,1,12
6,19,6,18,20,30
2,11,16,11,13,45
18,9,20,2,18,14
8,16,8,8,7,30
19,15,7,9,9,6
11,13,12,6,6,38
3,10,16,12,16,9
9,12,13,5,10,31
10,4,4,7,6,5
1,4,17,5,6,40
9,7,20,2,9,36
20,17,10,13,2,44
20,17,15,9,7,40
11,16,6,1,16,8
14,19,11,3,11,29
11,1,17,8,9,18
