55,6,50
456,199,751,531,5,994
7,7,9,17,9,15,32
13,1,7,12,5,15,7
1,16,16,8,11,14,15
2,8,18,8,4,15,23
1,12,1,1,0,2,7
2,11,12,0,0,6,29
6,18,7,12,18,15,20
10,8,0,12,2,17,19
1,8,18,12,10,8,11
5,13,13,4,13,0,21
6,9,11,18,1,15,6
5,7,3,13,14,10,30
13,11,18,0,6,3,7
0,12,2,18,0,17,22
11,7,17,8,3,1,18
14,5,0,2,18,9,27
12,10,18,0,16,14,7
0,7,3,0,13,0,42
13,8,5,16,4,15,15
16,18,12,0,3,17,28
2,10,8,1,7,7,47
3,16,2,13,8,7,23
11,9,3,15,10,0,13
7,3,9,16,16,7,4
5,15,14,9,15,6,30
2,8,15,2,3,18,15
9,4,16,18,8,16,49
18,9,17,10,2,9,42
1,2,1,9,1,16,29
13,16,2,8,10,7,20
10,17,12,10,7,7,25
13,13,16,7,18,18,31
3,7,6,4,15,4,26
1,0,0,7,14,5,41
1,8,14,13,18,7,29
7,10,6,0,1,9,28
13,7,7,8,15,16,0
10,8,6,0,12,16,35
3,16,5,0,14,6,32
17,10,2,3,6,1,32
9,1,17,9,2,11,43
9,3,16,18,12,18,16
3,5,2,17,5,9,27
4,6,11,17,6,18,0
8,13,10,0,1,6,28
5,12,9,10,17,1,1
6,13,12,17,2,6,9
16,10,13,15,17,7,34
18,5,9,8,9,5,25
3,11,12,6,11,11,49
12,4,16,2,17,9,34
16,15,17,12,16,12,50
2,14,11,6,2,12,20
12,6,17,5,0,16,1
15,0,10,17,0,7,39
