40,6,50
930,995,746,57,60,126
24,22,19,5,13,18,7
9,6,18,13,7,14,14
23,19,14,17,20,19,16
0,3,19,18,14,16,50
8,18,1,5,3,12,18
18,23,23,18,22,20,12
25,25,1,15,19,3,23
20,23,20,15,4,23,32
23,10,22,22,18,1,9
13,21,17,1,1,12,41
8,18,4,9,0,24,44
2,4,14,0,17,8,37
16,1,22,19,6,8,5
9,14,21,5,22,3,9
2,21,15,13,1,5,34
0,11,10,0,18,12,36
7,21,0,2,22,11,16
24,7,19,25,19,7,24
5,7,21,5,16,14,33
13,9,1,2,17,12,12
14,25,6,16,17,24,20
12,11,6,1,3,12,6
6,15,18,12,3,22,28
6,0,19,23,16,9,12
14,7,25,8,23,22,10
22,20,21,8,11,9,42
14,19,22,21,16,25,36
21,9,23,5,21,10,6
25,24,11,8,9,17,48
0,21,17,24,9,16,33
20,19,7,21,9,12,9
20,22,18,18,15,24,4
16,21,13,1,19,6,26
24,18,16,1,6,24,16
2,10,15,17,24,4,1
21,5,25,5,9,24,42
18,5,13,13,16,18,36
9,21,20,11,22,15,11
19,10,5,1,11,12,18
4,4,21,6,20,10,17
