80,4,50
654,536,249,371
1,1,7,2,31
7,1,7,3,2
4,5,10,12,0
2,10,4,4,40
11,11,11,7,44
3,9,12,5,37
8,9,1,2,35
11,0,10,12,44
10,1,2,0,34
6,5,3,0,21
2,2,2,1,20
7,0,3,4,11
3,1,8,1,44
8,5,8,3,36
3,0,8,5,5
7,4,10,11,30
6,4,6,0,34
3,4,2,11,32
1,4,0,12,33
4,12,10,8,45
0,2,5,11,15
1,8,12,11,41
5,2,6,12,5
4,4,12,5,7
5,12,3,11,43
0,11,2,12,23
9,0,4,6,33
12,3,5,6,26
12,7,7,6,23
2,12,8,0,24
2,2,12,12,35
7,1,0,10,41
4,1,10,6,27
7,5,5,5,30
8,3,7,12,33
6,0,5,7,21
5,1,12,8,34
7,5,5,1,2
12,12,10,11,46
11,1,0,12,38
8,4,6,8,46
6,8,9,10,18
12,3,5,6,29
7,2,8,1,0
12,6,4,9,8
1,7,1,9,48
1,9,12,8,11
0,7,1,8,39
12,11,6,11,36
1,4,12,8,12
9,2,1,3,16
1,7,12,10,27
0,9,8,1,12
9,12,12,9,1
3,8,3,7,40
7,3,10,0,31
11,0,12,4,30
0,7,11,5,38
11,5,7,3,33
0,12,8,5,14
5,6,2,4,30
0,0,2,5,49
4,1,12,11,48
3,3,2,9,44
7,2,6,6,21
2,4,1,6,2
9,11,11,8,7
1,10,3,2,18
3,0,9,5,17
2,12,8,8,29
6,9,5,3,5
1,0,10,12,20
7,0,6,11,44
1,1,0,4,18
6,10,2,10,11
8,3,3,5,29
8,10,3,10,45
11,4,6,1,23
0,6,8,2,48
1,12,7,8,43
