90,4,50
793,70,435,371
6,9,0,6,33
3,5,8,7,29
9,9,6,10,30
10,4,10,7,22
4,1,0,1,42
8,3,7,5,19
11,7,4,4,17
4,8,1,2,12
11,6,2,6,16
6,7,1,9,10
5,0,5,0,26
8,5,10,7,5
8,8,7,6,35
1,6,11,1,38
5,8,1,6,9
3,7,0,11,14
6,10,0,6,27
3,8,5,4,44
11,9,7,2,42
6,8,8,0,48
3,9,6,11,3
10,7,9,3,28
8,6,4,8,3
9,11,6,1,28
9,1,1,0,19
0,6,1,7,2
11,10,11,8,4
7,1,3,2,43
10,3,4,8,35
4,1,4,1,29
1,7,0,9,16
10,0,0,7,38
2,10,4,3,50
2,3,5,11,10
0,4,1,8,50
6,9,10,3,27
4,4,10,5,23
1,7,11,6,49
0,11,10,0,32
1,11,0,11,29
3,1,5,7,32
3,0,4,8,50
10,2,1,1,12
9,7,9,7,4
11,11,1,5,30
5,4,0,7,12
8,3,10,2,47
1,10,3,4,46
0,5,10,0,4
8,11,3,10,34
9,2,8,7,31
0,8,8,8,15
9,1,4,3,27
4,0,6,4,32
1,3,0,6,19
11,3,3,3,46
8,2,7,7,19
8,0,6,6,27
1,8,1,1,16
0,4,2,11,47
9,11,1,0,40
5,5,7,5,17
5,4,1,0,2
3,9,6,10,12
0,5,2,1,37
4,5,3,7,15
4,4,10,11,41
5,7,11,5,30
3,3,9,7,12
1,0,2,8,28
7,6,7,2,18
3,9,2,3,40
8,11,0,10,1
0,10,9,5,11
9,0,8,8,12
4,1,11,3,8
0,11,9,4,16
7,9,1,5,9
7,7,8,2,49
6,6,7,11,33
0,10,10,10,39
4,10,11,5,35
1,0,10,1,18
1,11,1,2,18
11,8,9,4,45
5,6,1,10,29
0,10,7,6,46
5,6,8,4,43
8,4,6,4,37
5,8,3,3,44
