70,5,50
807,228,304,77,463
3,14,3,14,3,22
2,13,3,3,10,19
3,6,9,5,0,12
9,10,13,5,4,1
6,8,14,7,2,15
12,10,5,4,11,24
6,1,2,11,12,23
14,13,0,13,6,33
2,1,9,11,12,38
13,12,7,12,2,21
5,6,13,3,14,27
10,6,8,12,13,22
12,1,14,6,8,5
6,6,14,4,0,1
7,13,6,11,10,11
2,10,5,8,12,13
14,12,5,11,8,1
6,4,7,9,2,0
2,14,9,12,6,25
14,3,11,14,4,17
5,0,0,3,8,50
8,6,6,3,5,20
5,5,10,1,5,14
0,14,3,11,11,4
10,4,9,2,1,23
3,11,7,6,8,14
9,10,12,9,10,35
12,1,11,2,7,39
0,0,7,8,7,27
14,9,12,6,5,15
4,1,4,3,6,43
0,12,14,3,5,49
11,13,9,11,2,6
5,11,5,0,0,30
2,12,8,10,10,10
0,1,8,2,11,15
2,7,5,14,1,41
1,5,5,11,11,48
9,0,3,13,7,32
9,11,14,8,6,6
6,11,14,12,10,5
14,2,5,13,7,14
6,10,4,0,12,40
4,9,7,13,4,39
1,14,8,1,6,22
7,5,3,3,14,22
5,14,4,10,12,12
1,3,11,1,8,22
6,11,2,3,7,33
11,2,5,14,13,42
12,12,4,3,1,5
6,14,3,14,3,49
11,4,9,8,14,21
13,1,5,12,5,15
8,4,4,10,3,35
1,3,0,10,5,49
10,2,9,4,12,49
13,2,5,7,6,0
4,8,5,3,2,17
0,14,5,8,5,11
11,11,4,6,9,33
14,12,5,12,11,13
3,6,12,11,10,9
11,12,14,14,5,16
9,1,12,0,7,15
5,11,7,13,10,32
7,9,12,13,4,24
12,11,13,0,4,14
12,10,14,7,9,41
0,13,2,14,5,19
