40,6,50
938,811,465,566,964,457
4,1,14,12,19,9,24
16,11,13,17,15,16,39
20,5,4,8,17,25,48
14,24,2,23,22,7,35
16,7,18,13,14,2,4
5,10,12,12,22,0,39
14,0,16,4,2,14,18
10,12,21,12,14,21,10
13,24,7,23,5,5,41
23,4,12,10,13,6,15
10,9,5,5,17,4,27
20,6,5,23,20,25,1
18,13,10,24,17,4,40
10,3,6,16,8,9,35
14,23,25,18,16,25,10
14,3,2,23,2,0,46
19,17,4,0,4,3,25
25,15,12,10,21,3,41
12,17,10,8,3,4,43
9,19,21,10,10,0,11
21,20,2,1,7,13,22
10,17,11,23,24,23,16
18,1,7,2,12,11,13
11,13,15,9,12,3,18
22,10,22,5,10,1,35
15,5,3,14,16,24,7
17,20,16,10,7,11,50
15,13,25,16,11,14,37
0,25,4,9,11,0,40
15,7,3,3,16,14,19
19,21,1,0,21,17,0
9,9,24,3,11,2,24
14,18,3,24,7,8,50
9,6,23,12,17,5,35
2,21,25,11,23,22,30
10,5,24,0,24,22,21
25,25,17,15,0,16,41
23,10,12,9,13,12,45
20,25,12,0,17,21,4
21,17,6,0,24,1232,33
