90,5,50
509,710,480,967,44
3,4,1,0,11,30
4,5,4,0,2,1
0,10,7,5,0,6
10,5,3,9,2,22
10,0,7,7,11,50
4,9,10,3,3,42
0,2,7,6,10,21
6,1,10,10,11,0
0,9,5,6,4,40
9,4,10,6,8,16
10,8,1,6,9,18
9,1,11,1,8,44
2,3,11,10,3,46
7,8,8,8,5,19
10,9,9,5,0,15
8,7,11,5,9,27
0,7,0,10,7,17
2,6,8,11,0,46
7,3,6,1,0,1
5,3,5,5,8,33
8,4,7,1,8,41
5,11,6,0,4,24
7,5,6,8,9,15
7,9,7,7,0,40
8,9,10,3,6,14
3,9,10,0,8,25
0,5,8,7,9,49
8,4,5,6,8,29
7,8,4,7,1,35
2,4,0,7,7,38
3,9,9,3,3,31
0,8,11,7,7,11
5,3,9,9,4,50
7,0,3,10,0,33
10,1,8,2,0,14
1,11,9,9,11,21
9,1,2,11,1,28
2,4,8,8,6,41
0,2,7,1,6,16
7,8,3,6,5,14
4,0,8,10,1,47
8,11,6,10,3,49
2,7,4,5,3,9
4,5,9,1,2,0
10,2,4,7,2,14
6,9,5,9,7,31
5,10,2,11,4,21
11,7,2,1,9,46
2,2,6,4,11,11
9,8,1,5,8,37
5,1,2,10,1,28
6,10,11,11,1,33
1,2,1,0,1,3
6,5,1,10,5,45
6,11,7,11,9,11
6,10,11,10,6,24
9,4,3,4,2,30
6,7,3,1,5,6
11,2,3,2,5,13
0,6,2,9,5,26
0,0,3,10,11,49
2,9,10,10,11,34
9,1,9,1,0,18
4,1,8,5,7,8
4,11,8,5,8,11
10,6,4,5,6,49
3,6,5,10,6,38
9,11,2,5,5,3
3,8,10,7,1,11
11,6,8,11,5,5
6,3,0,10,3,4
0,11,2,4,3,25
7,8,11,0,4,13
3,4,11,0,6,40
4,7,7,7,7,39
6,8,1,11,7,27
4,11,1,4,4,10
2,9,7,0,9,1
3,4,2,9,6,44
1,11,2,2,2,9
3,2,0,10,6,9
0,5,7,5,8,33
9,8,3,2,8,28
4,5,3,6,7,21
11,5,2,5,8,46
0,3,3,1,2,12
7,2,3,4,8,36
10,7,1,6,1,30
9,9,8,5,8,44
6,4,10,11,208,35
