70,7,50
718,547,650,683,388,905,702
13,2,9,3,9,2,12,17
2,4,3,0,1,12,3,36
10,11,10,1,11,6,13,24
4,0,4,13,9,5,4,39
6,7,3,6,8,9,2,3
8,1,7,8,5,5,7,28
3,5,3,9,2,9,12,0
9,2,14,5,6,12,1,15
7,0,5,5,14,1,14,22
13,10,13,6,13,9,5,6
10,9,5,7,2,4,14,23
11,9,4,4,9,7,1,11
13,3,13,5,13,3,10,27
13,5,14,10,2,5,6,43
2,9,5,6,2,10,4,12
9,8,4,8,2,1,13,0
4,6,0,8,6,6,0,30
5,3,14,12,6,13,7,41
11,4,10,10,13,0,10,20
0,12,8,14,4,0,6,15
7,9,2,1,10,10,10,25
14,6,10,4,2,8,4,12
1,10,11,0,10,0,11,5
0,0,9,14,1,6,0,46
10,8,4,3,1,12,2,10
8,5,10,9,8,14,5,49
14,0,3,12,6,11,10,37
4,13,11,9,9,7,11,38
6,13,13,10,13,12,5,46
5,3,1,11,12,4,14,0
12,7,14,2,5,4,5,35
14,5,0,1,2,6,13,19
10,6,5,6,9,7,1,45
12,10,10,11,0,3,10,25
1,7,6,13,14,3,4,6
12,10,11,7,13,2,11,0
7,12,13,5,12,14,1,28
1,7,7,2,14,11,9,10
11,9,1,13,14,8,9,14
14,10,4,1,6,13,12,24
8,10,3,8,10,1,6,25
1,10,13,3,3,13,3,2
3,13,4,1,13,3,9,26
11,6,1,12,14,1,4,14
6,8,5,1,6,14,9,21
3,4,3,0,2,10,4,29
8,2,5,7,0,9,11,46
11,4,13,0,13,10,5,3
10,7,11,4,10,11,13,34
4,13,2,2,6,0,9,25
2,4,4,12,6,0,8,6
12,1,4,3,3,8,8,29
0,14,3,3,8,8,4,38
3,6,14,13,3,3,3,34
2,9,10,9,0,5,5,48
3,11,8,0,6,0,4,11
8,12,14,14,5,12,10,39
6,12,1,11,6,3,10,27
14,0,6,3,2,5,12,43
4,6,6,1,2,0,5,3
6,1,2,2,10,2,5,1
3,5,12,11,3,11,12,38
12,0,5,6,5,10,1,20
10,13,4,1,2,3,9,40
13,6,10,1,5,12,8,47
10,14,7,2,14,0,0,3
8,0,1,4,9,0,2,19
13,5,6,6,5,12,0,12
0,12,8,2,8,6,3,1
2,5,12,9,13,3,1281,18
