50,5,50
587,465,498,476,368
0,7,15,8,5,19
18,7,7,1,10,44
8,16,18,5,13,6
17,20,18,12,2,15
5,2,6,4,9,34
2,6,16,2,2,24
18,5,17,4,8,28
15,18,3,18,18,41
10,19,5,0,8,36
14,14,16,16,0,21
9,6,19,7,3,3
14,1,11,17,14,33
6,19,4,1,12,43
8,17,2,9,4,6
13,16,9,20,14,43
20,13,17,2,3,39
19,8,19,2,14,10
10,4,15,5,10,46
6,3,11,7,13,3
8,3,7,3,1,28
3,8,3,20,3,5
20,6,5,1,15,23
3,8,11,4,13,5
17,9,19,15,10,1
20,9,9,4,0,49
20,19,9,20,15,0
20,16,16,8,3,26
15,8,9,12,5,30
19,13,14,13,18,0
9,10,6,14,11,28
20,15,11,0,19,18
16,16,15,5,12,16
8,0,7,11,17,26
16,13,15,18,11,21
7,6,7,14,6,12
14,18,10,20,20,22
11,9,7,5,14,43
6,4,0,20,9,34
17,8,5,5,13,43
2,15,18,12,4,5
18,20,1,16,0,43
8,5,10,19,16,20
18,7,14,4,14,32
7,14,15,8,20,5
18,12,14,15,8,16
20,6,0,1,12,9
6,12,3,2,14,40
5,4,15,4,5,38
5,12,13,14,1,10
18,7,1,8,15,28
