100,8,50
883,527,349,992,198,871,722,476
6,0,0,5,4,2,10,5,49
3,2,3,6,10,0,4,7,20
2,5,3,4,2,3,4,5,14
3,9,7,2,7,3,10,8,40
0,5,5,9,2,4,7,8,3
10,7,7,2,2,8,4,5,43
10,6,9,2,3,1,1,8,50
1,7,5,5,3,2,6,5,38
9,5,10,0,6,10,7,7,47
2,5,3,4,7,8,6,3,47
7,5,10,6,3,2,8,0,0
8,1,9,5,0,10,0,6,2
7,7,8,5,0,5,9,6,39
3,1,5,0,10,2,2,8,7
7,4,7,3,1,6,4,9,32
10,4,9,0,8,10,8,6,23
3,4,0,1,2,5,6,1,15
1,8,4,1,9,7,3,1,49
4,0,3,5,7,8,2,10,3
7,5,6,6,0,8,5,2,49
9,1,0,3,3,5,10,7,33
3,6,5,6,6,9,8,9,10
8,7,5,10,5,8,1,7,24
8,2,7,5,4,4,5,9,44
1,5,5,10,1,6,2,3,13
9,3,8,4,0,7,4,4,12
5,1,9,3,5,4,6,1,31
2,7,7,6,2,1,0,6,50
3,4,7,4,3,2,4,7,17
6,8,7,2,0,5,9,8,30
6,1,7,8,8,6,10,5,27
5,0,3,7,10,0,2,5,41
4,0,10,3,8,2,6,4,34
9,3,8,2,5,2,5,6,8
1,10,3,9,0,7,8,6,39
1,5,4,2,8,1,5,3,50
5,10,2,3,7,8,3,1,30
0,2,7,3,8,7,10,2,16
10,7,1,2,5,4,6,10,12
9,10,2,6,7,2,8,0,2
5,0,9,7,5,10,10,3,21
9,8,9,10,10,6,0,7,23
10,4,8,3,7,8,8,10,5
9,4,0,6,9,1,3,1,13
3,3,0,5,0,5,3,2,7
4,7,5,9,5,9,10,10,7
7,6,2,9,5,6,2,4,28
8,3,3,1,2,4,1,5,41
9,3,2,3,3,8,6,9,20
0,4,5,9,3,3,8,4,42
8,3,1,7,6,6,9,4,0
10,2,2,8,10,7,7,1,39
4,8,6,5,0,3,0,8,13
10,0,6,2,1,6,10,4,41
1,0,8,6,0,4,9,0,46
9,2,9,8,1,8,7,10,19
8,1,9,1,2,3,6,1,48
6,4,7,10,2,7,8,10,35
0,4,9,6,1,1,2,3,23
6,7,7,4,4,10,1,8,44
0,9,4,6,4,4,6,3,3
10,5,1,4,3,5,7,4,27
8,5,3,9,4,9,9,5,19
8,7,5,8,7,9,4,10,6
2,6,1,2,3,0,4,7,46
6,6,0,3,4,10,4,4,40
8,4,7,10,4,8,3,3,25
9,6,9,10,10,8,7,3,1
7,2,6,10,5,2,3,1,46
8,5,6,4,1,5,4,10,38
1,9,1,3,5,0,1,4,14
1,5,10,7,7,5,6,3,43
8,6,8,8,6,6,10,8,15
6,1,10,2,3,3,4,5,13
10,10,5,6,10,7,10,5,1
1,8,6,6,5,8,0,6,34
4,10,0,2,2,1,7,0,36
1,3,9,0,5,1,6,10,38
3,6,9,10,3,4,8,7,24
6,0,9,7,6,7,1,9,17
5,10,3,1,9,7,1,7,23
7,2,7,5,0,1,10,9,41
4,10,6,6,10,0,4,6,0
10,3,5,7,4,3,9,5,13
2,10,8,1,1,2,1,2,24
3,1,6,9,3,7,1,8,32
5,1,4,7,7,3,7,7,29
0,1,2,2,8,5,0,8,46
1,5,4,8,6,8,0,5,38
3,3,1,5,1,9,2,0,39
0,9,6,7,4,9,5,4,14
4,3,3,9,3,3,5,9,22
1,0,4,7,10,2,1,1,41
4,8,7,1,6,6,2,7,26
7,4,9,5,6,0,7,0,20
5,8,10,7,1,6,8,7,2
2,7,10,6,1,8,10,5,23
0,9,8,1,5,2,8,0,7
7,4,1,2,5,4,3,5,1
5,10,10,9,10,9,7,966,46
