85,6,50
718,364,199,285,566,782
11,8,2,1,2,6,36
4,0,6,6,11,2,24
0,0,7,5,3,11,29
2,3,11,1,2,9,7
10,2,1,8,11,11,39
8,1,10,5,11,7,10
8,1,5,1,6,0,27
7,6,8,4,9,2,1
9,8,8,7,6,6,49
7,6,1,7,8,1,25
10,0,11,11,7,2,43
2,7,5,11,3,1,25
10,4,5,8,6,2,26
10,11,7,5,10,4,3
5,2,0,10,10,4,48
7,8,6,11,1,6,22
5,3,11,9,1,7,0
2,5,6,8,5,3,50
0,10,1,2,6,9,7
2,4,2,6,0,6,34
9,2,0,10,7,9,7
6,3,9,10,2,0,40
4,7,5,7,2,3,18
0,6,1,4,1,6,9
5,9,10,0,9,9,35
8,11,2,7,8,6,6
8,5,1,7,1,5,2
5,11,7,8,10,3,50
3,9,8,6,1,8,16
10,11,9,3,9,11,31
0,7,1,2,1,6,10
5,1,10,7,10,10,25
2,2,11,1,7,4,27
11,10,11,6,0,3,25
1,11,2,8,0,3,30
4,8,9,5,7,9,36
3,4,8,9,3,1,11
6,7,3,3,10,8,33
3,5,9,4,5,2,47
2,5,5,2,10,7,26
0,3,0,5,9,0,32
6,11,3,1,7,11,18
4,0,11,4,5,1,26
2,3,8,8,6,4,39
1,3,2,7,5,11,2
8,9,10,7,0,3,43
8,10,11,4,4,4,35
5,9,0,11,1,1,22
8,5,8,5,0,1,15
9,11,0,1,6,0,48
1,2,1,3,6,2,7
11,6,3,9,8,10,46
4,3,8,6,3,3,12
7,11,10,3,6,10,16
4,8,8,7,1,4,47
5,11,4,3,5,0,25
3,3,1,5,10,6,31
2,5,3,5,6,7,45
4,4,10,8,1,4,46
6,3,11,3,10,1,21
3,11,2,6,3,3,50
10,2,0,0,6,10,0
7,10,6,8,10,10,31
8,3,8,7,11,4,10
2,6,5,6,3,9,6
8,7,8,7,3,5,22
11,2,2,9,5,8,11
1,8,1,9,4,7,0
9,10,0,5,9,5,2
4,8,10,5,7,1,33
11,11,6,11,9,10,29
6,10,3,8,5,11,24
4,9,4,2,2,7,4
5,7,10,6,3,4,36
9,5,4,4,4,6,32
6,10,7,7,6,7,4
0,10,7,3,0,3,44
4,5,2,11,1,3,49
5,7,5,5,6,1,16
7,10,1,5,7,1,28
8,9,11,5,11,2,12
5,2,2,11,9,1,28
3,9,3,2,4,8,22
10,3,0,8,3,7,38
4,1,6,5,1,100,7
