95,5,50
799,79,477,224,723
7,10,5,2,1,1
1,3,0,3,2,20
4,5,3,1,5,43
7,0,5,3,7,14
2,6,8,4,4,16
0,5,0,7,10,12
4,8,0,1,0,24
0,4,9,5,5,33
5,0,10,8,10,39
1,4,10,3,10,3
10,5,5,6,10,42
7,1,8,7,6,12
5,6,6,7,2,47
4,5,8,10,1,36
10,0,1,9,10,8
3,5,4,10,3,20
8,8,7,8,3,2
4,1,7,1,4,26
4,5,8,3,2,28
1,1,10,6,1,36
5,2,10,10,6,9
8,6,3,5,7,31
6,9,5,5,2,40
9,3,8,0,3,48
4,1,9,8,10,36
8,1,5,0,9,35
9,7,6,9,6,11
9,5,1,6,3,13
1,0,9,6,8,6
10,3,10,6,3,23
0,9,4,6,2,13
4,9,7,9,4,11
10,3,3,8,5,6
2,5,7,6,1,23
8,0,6,6,9,41
8,8,0,7,2,8
0,0,9,3,10,50
0,9,1,3,1,31
9,3,10,5,8,47
3,4,9,0,5,15
7,1,3,5,6,0
8,10,10,5,5,18
10,2,3,2,4,46
7,7,3,6,9,13
4,5,6,2,8,36
6,3,1,1,4,31
2,8,1,10,1,50
8,1,4,2,2,16
10,2,2,9,8,1
0,7,9,9,9,7
5,3,5,1,4,8
4,0,3,1,2,1
2,10,4,8,0,36
8,2,8,9,4,9
2,9,10,6,0,23
0,8,5,1,1,26
8,7,10,6,0,29
3,7,0,9,1,13
4,4,3,7,7,18
6,4,10,0,9,44
9,1,9,0,4,26
3,7,1,1,5,6
6,8,5,7,8,33
5,3,9,2,7,25
5,10,7,6,7,43
5,1,8,1,1,32
3,6,2,8,6,6
9,5,7,8,3,7
1,5,5,9,7,1
7,3,9,9,4,15
7,0,2,8,7,26
6,6,6,2,10,16
7,9,8,9,1,7
9,7,0,10,0,15
10,5,5,9,10,31
4,9,1,10,0,28
6,8,6,6,1,31
7,7,0,9,1,4
6,10,9,4,9,6
2,7,5,4,8,45
0,1,7,2,10,46
4,6,10,4,8,6
8,7,9,1,1,38
0,8,3,3,7,34
0,9,0,0,2,47
9,0,3,10,4,9
0,1,6,0,5,8
7,1,2,1,8,17
2,1,5,5,9,8
4,5,6,9,9,24
7,4,8,2,8,13
8,4,1,5,2,37
5,9,3,6,0,19
10,9,2,10,7,36
0,10,4,0,10,13
