80,5,50
602,18,271,27,633
12,3,1,7,10,43
1,1,5,7,9,40
2,1,10,3,10,12
4,8,6,8,0,50
2,8,4,8,8,24
8,6,6,6,8,39
7,10,0,7,7,27
10,5,2,3,10,38
11,0,8,12,7,16
8,2,12,0,11,39
12,3,10,7,5,10
1,10,12,1,2,45
8,6,4,11,11,48
12,0,1,0,8,1
7,10,10,1,5,14
6,9,10,9,7,46
8,0,1,1,8,2
2,3,6,7,0,35
3,0,6,6,8,33
0,12,8,10,9,23
12,6,2,9,3,21
6,2,3,1,11,36
4,5,4,10,4,17
11,7,10,10,10,41
0,3,10,8,8,25
12,2,7,7,3,42
4,2,4,2,6,36
5,10,5,5,10,18
9,1,6,3,4,44
11,8,6,0,2,30
0,7,3,9,12,21
0,10,3,6,0,28
10,4,12,2,0,1
8,3,1,0,0,20
12,9,12,1,6,14
9,4,6,2,4,12
9,5,9,1,7,20
12,0,1,9,1,11
0,7,4,0,5,42
5,9,10,8,9,31
11,5,2,1,4,42
9,0,2,2,10,42
0,0,2,1,12,11
0,0,12,8,11,8
12,6,5,6,8,34
7,1,12,2,9,25
11,9,0,1,2,49
8,11,11,6,0,44
11,7,6,8,1,46
2,9,9,7,2,18
6,4,12,7,1,2
1,0,4,4,5,4
11,6,8,3,11,18
6,7,1,7,8,22
12,12,5,5,11,9
2,5,7,2,0,2
0,8,11,1,9,48
3,10,11,7,10,46
1,6,3,12,0,3
2,10,11,10,5,37
11,7,9,9,6,28
11,9,2,10,12,14
6,2,11,1,12,12
11,7,5,0,6,3
12,6,5,2,8,41
11,8,7,11,0,22
2,2,2,6,6,6
0,12,9,7,5,25
4,10,11,8,9,37
6,8,8,11,7,42
11,7,12,9,6,42
9,7,2,10,7,6
6,6,4,2,6,25
6,12,12,4,9,29
9,5,8,3,4,39
12,11,10,5,2,26
12,7,0,9,8,10
4,4,8,8,9,46
12,10,8,9,5,41
12,5,12,9,2,25
