45,5,50
481,638,491,422,297
8,11,19,3,1,13
0,11,11,8,17,29
14,10,20,19,4,15
7,21,21,14,14,44
12,6,9,8,4,22
20,21,7,10,20,7
22,19,3,11,10,41
6,0,1,2,11,4
12,22,16,18,11,42
0,8,4,19,13,10
20,20,14,2,13,4
21,18,0,18,2,31
17,20,1,15,3,32
15,6,11,3,8,47
11,11,20,16,7,21
7,18,0,5,16,1
11,1,19,16,9,44
21,21,7,22,20,30
17,4,17,0,7,19
22,11,4,19,19,45
9,22,9,1,0,33
18,2,0,5,3,3
2,1,16,0,0,26
5,19,7,13,4,50
20,10,12,21,18,5
15,13,16,7,11,25
19,16,4,21,14,24
2,1,9,2,1,16
3,8,2,12,12,21
17,17,1,8,7,24
14,12,16,1,3,19
6,9,14,6,15,46
6,17,13,3,13,41
0,16,2,20,8,42
9,21,22,16,17,25
6,15,8,22,11,2
5,21,11,14,1,36
13,9,12,13,11,42
22,12,19,13,16,14
3,18,17,2,20,7
5,22,12,5,7,16
1,0,7,21,4,6
13,11,15,16,1,39
13,2,21,13,15,34
9,16,6,11,15,50
