50,12,50
656,847,644,592,464,414,420,200,838,270,404,202
12,10,7,12,18,10,10,8,5,8,5,19,24
3,10,3,12,0,2,15,10,0,11,8,7,11
4,19,3,5,6,6,6,19,10,15,1,15,42
20,6,4,19,17,18,18,8,0,0,6,9,3
17,10,14,13,19,7,16,0,13,0,12,1,12
2,9,19,20,2,11,20,19,6,8,0,11,29
19,8,9,20,1,20,18,12,16,12,2,19,35
9,15,9,0,1,9,6,10,7,4,13,1,40
8,13,15,6,5,4,17,12,5,15,5,13,46
8,5,17,4,20,14,7,3,18,7,17,15,17
17,13,18,7,13,16,14,7,20,11,4,9,4
16,9,9,20,3,17,17,5,1,0,16,4,8
3,14,1,14,1,14,8,20,15,8,3,5,24
13,12,20,3,0,8,19,9,0,9,15,7,11
13,13,16,16,13,10,1,16,9,19,6,9,13
17,4,19,4,7,7,9,11,10,1,19,1,18
1,5,14,6,12,13,2,5,3,19,15,16,3
5,8,14,17,1,13,18,16,13,12,19,8,3
11,2,4,19,12,5,2,7,17,19,15,9,13
8,8,19,9,8,2,3,17,5,5,17,9,11
12,13,0,0,12,4,9,4,19,10,3,1,38
9,10,13,3,19,15,13,0,14,7,18,0,20
12,13,1,19,8,12,1,17,2,0,6,12,3
5,19,20,4,20,11,20,20,13,19,1,1,8
0,3,11,1,9,19,3,4,18,4,11,12,28
17,2,0,3,20,11,16,4,1,14,17,2,47
14,8,17,16,7,6,0,9,5,1,17,16,4
15,0,15,17,6,16,16,7,16,0,2,17,50
18,14,17,12,5,18,2,7,8,8,17,1,12
12,18,5,18,17,9,7,12,6,18,15,11,25
14,5,9,16,1,7,11,9,15,7,20,7,1
13,3,8,13,17,4,18,5,18,12,4,1,31
8,6,0,4,1,5,20,6,5,6,2,19,14
14,19,9,2,20,7,8,18,14,3,14,8,14
11,19,9,7,17,2,7,15,10,18,8,5,5
13,18,16,15,17,13,17,1,12,4,11,13,39
12,8,10,18,18,19,17,13,9,20,19,9,26
19,6,12,17,5,13,11,15,9,11,6,4,15
14,16,14,9,20,20,5,3,1,5,19,19,31
8,0,19,20,0,0,19,4,10,11,12,14,28
2,15,20,14,1,17,15,2,16,2,0,20,43
17,19,15,4,14,15,19,14,16,19,18,13,5
19,17,0,2,14,10,6,9,16,14,15,12,30
17,1,15,2,20,17,20,0,19,18,14,17,30
7,4,11,17,18,11,3,8,19,10,5,6,17
4,4,13,5,4,19,14,12,9,18,7,17,14
3,7,3,16,16,15,13,12,1,1,17,12,35
6,17,16,2,11,7,3,4,1,16,0,1,43
16,8,8,14,10,8,4,0,20,8,18,7,22
8,9,3,20,6,4,18,5,6,19,15,17,19
