65,6,50
501,77,547,153,293,840
12,14,11,11,2,8,41
11,15,11,2,9,15,36
8,10,5,3,14,12,15
14,5,13,2,7,8,41
15,5,2,1,1,14,24
3,3,12,0,7,12,16
3,8,12,9,3,5,1
0,11,6,13,4,1,28
1,11,0,1,11,7,18
15,7,9,0,0,3,6
3,9,5,5,13,14,14
0,10,8,11,12,11,28
10,1,4,4,14,0,36
7,4,5,11,10,7,16
8,12,8,10,1,11,14
14,6,4,7,5,7,19
15,0,5,15,2,15,47
7,3,15,13,0,1,19
10,9,8,3,14,13,45
3,1,3,9,4,7,6
5,1,1,9,8,3,37
15,13,6,15,6,8,8
2,5,10,14,9,6,42
0,9,12,8,9,13,8
5,0,9,0,4,11,44
7,15,13,6,0,2,27
8,7,5,8,10,14,4
10,1,7,0,9,3,40
1,3,12,8,12,9,31
6,12,11,12,14,11,38
14,11,10,12,7,4,4
3,15,2,3,0,11,8
6,5,3,4,1,9,14
4,7,7,12,12,4,46
13,6,5,7,0,7,12
11,6,3,4,7,8,0
2,9,13,8,13,13,41
13,0,3,3,8,13,33
14,9,4,14,11,6,41
7,4,14,1,3,11,23
7,12,12,15,14,12,3
8,15,8,5,3,5,34
11,10,7,4,0,6,7
2,14,7,1,15,2,15
1,11,0,9,2,11,20
7,15,1,14,13,1,11
7,15,9,5,6,3,3
2,10,11,15,11,14,42
4,6,2,8,3,11,21
0,12,11,10,11,12,33
11,14,14,7,15,10,23
13,13,11,6,6,4,36
9,3,3,12,4,4,25
12,0,11,6,11,14,35
3,2,13,3,2,4,38
12,6,9,12,8,6,27
10,6,6,12,12,1,20
0,10,1,8,10,15,22
8,0,15,14,8,6,36
15,10,7,3,4,2,49
12,0,10,7,2,13,50
9,15,13,13,4,13,17
15,10,9,13,9,8,34
2,1,13,14,13,11,17
12,7,12,11,10,13,10
