55,6,50
709,375,828,18,95,885
12,18,8,2,9,2,35
11,2,12,3,12,6,40
13,15,18,18,12,6,14
13,10,16,6,5,1,30
16,14,8,15,2,2,17
1,0,11,4,18,9,38
14,11,2,14,3,7,17
17,17,0,3,6,7,42
16,15,2,16,2,17,29
14,15,13,7,3,0,25
5,11,5,3,1,9,24
15,10,18,9,18,6,29
14,11,13,5,7,11,10
1,15,5,2,6,2,6
6,3,10,4,18,4,11
5,11,2,2,16,12,48
11,4,7,10,17,13,45
4,15,18,11,0,14,16
3,7,1,14,13,15,7
3,2,14,5,3,18,9
1,14,4,17,14,12,16
3,9,7,4,14,16,40
0,8,12,12,12,0,30
2,0,7,15,4,0,27
13,3,14,7,14,0,49
3,12,12,15,12,14,37
17,10,10,7,8,4,8
5,8,7,14,13,10,8
0,3,5,9,9,13,26
12,7,12,0,10,0,33
2,17,9,8,13,8,35
18,7,1,9,13,5,19
0,9,4,10,17,4,15
16,11,15,1,15,10,31
13,6,1,5,6,6,16
13,16,1,15,0,0,27
0,5,17,5,17,4,48
7,17,3,14,7,14,29
3,10,4,13,12,14,0
8,7,15,18,0,5,3
16,6,0,17,15,16,15
6,4,10,12,2,3,10
10,8,0,13,18,4,44
15,12,11,4,14,0,13
9,11,9,15,5,4,8
18,17,12,11,9,3,9
17,17,15,7,7,7,38
7,8,4,17,3,8,29
7,18,17,17,13,6,3
5,15,15,10,0,2,48
15,11,16,15,16,15,34
4,4,15,17,1,6,38
9,9,7,7,12,1,11
14,9,3,2,9,15,33
6,10,18,7,0,7,35
