95,6,50
979,581,198,1,465,419
6,3,1,2,10,7,13
8,5,0,1,3,0,9
4,3,2,7,0,4,13
10,9,6,0,5,7,49
6,3,8,9,0,8,25
6,2,5,7,1,6,32
6,6,0,8,9,5,11
1,3,4,1,1,0,50
10,10,9,0,6,0,31
8,7,5,6,2,5,43
0,4,3,4,4,4,11
6,10,7,4,10,9,38
1,3,4,1,10,1,6
2,6,1,8,4,6,8
10,7,4,9,7,8,0
4,2,1,0,10,8,31
5,9,9,3,7,5,45
9,0,6,0,5,5,21
0,6,3,9,5,8,21
8,5,10,9,5,8,21
1,8,5,9,6,8,10
0,9,6,4,3,1,3
2,7,6,6,1,1,8
0,1,0,3,3,6,19
1,5,9,10,3,2,31
5,4,2,6,8,8,25
0,3,6,0,1,7,35
4,6,9,5,7,10,35
9,8,10,7,3,0,45
4,8,9,4,1,5,20
8,7,1,1,9,6,25
3,6,2,2,4,0,34
8,10,7,4,2,2,32
8,7,4,2,9,6,28
7,7,0,1,3,7,38
4,1,1,5,3,6,40
4,8,10,0,7,1,23
4,1,9,2,1,10,34
0,6,4,7,2,5,26
1,5,7,9,1,5,45
6,5,10,7,9,7,15
8,4,4,8,7,7,19
8,8,6,1,7,3,49
7,1,4,2,4,1,39
2,7,10,4,5,6,46
10,0,1,6,1,10,30
9,7,2,6,4,8,27
4,3,0,1,4,2,25
10,8,7,6,2,6,13
4,2,10,2,5,3,26
1,6,9,1,2,5,38
0,7,3,10,9,0,47
1,2,6,8,8,10,7
7,3,0,6,3,5,14
9,0,6,1,1,5,8
0,10,9,0,3,5,17
4,0,6,1,2,9,11
0,6,5,8,9,3,19
2,5,1,0,9,6,32
9,0,6,4,5,5,44
1,2,6,0,6,7,10
9,2,1,8,3,8,27
4,0,1,6,3,6,2
10,1,2,3,4,0,13
0,9,8,9,2,3,48
0,7,8,9,9,7,39
2,7,7,4,8,10,9
5,2,0,9,1,5,49
2,5,7,6,9,1,2
8,10,1,6,7,5,43
4,2,10,0,4,3,46
2,6,7,10,0,10,34
7,0,5,10,5,6,28
1,3,3,8,9,7,28
8,7,8,9,6,8,5
4,0,8,4,7,0,29
10,2,10,0,1,4,48
7,9,1,8,9,3,39
8,9,3,6,0,9,20
6,5,10,4,8,10,5
3,5,6,2,3,7,37
2,5,5,9,8,3,47
7,8,7,7,1,10,50
3,10,0,0,7,8,4
9,6,9,6,8,4,42
6,10,1,6,1,4,16
1,10,3,4,4,10,43
8,0,10,4,10,2,29
10,9,3,0,3,0,3
3,5,8,1,6,2,10
2,7,6,9,7,8,45
2,7,8,8,0,3,40
7,10,1,9,6,6,44
8,9,5,4,3,1,39
6,0,9,10,7,2,10
