95,5,50
466,446,540,864,346
5,10,10,10,1,6
9,6,0,5,5,18
10,2,5,1,2,34
7,4,10,1,4,19
9,5,10,1,7,24
1,7,9,10,8,44
4,5,6,4,6,42
6,2,2,7,2,18
4,9,9,4,3,15
3,1,0,8,4,7
5,9,6,10,0,43
9,10,7,8,7,41
5,7,4,6,10,50
2,9,5,1,7,37
9,3,4,9,9,23
0,8,5,9,9,14
7,5,0,10,10,43
5,7,2,3,4,18
3,8,5,2,6,23
8,1,5,7,6,44
4,4,5,3,5,46
8,4,10,0,0,8
2,2,5,9,8,27
2,3,2,5,10,23
9,7,10,3,3,37
4,7,2,0,0,12
8,2,6,8,5,20
9,6,4,6,5,17
2,3,3,5,9,13
2,3,0,9,5,32
9,0,5,0,5,33
10,9,10,9,10,14
3,1,8,6,2,21
6,4,8,6,9,27
0,2,6,8,9,6
8,10,2,2,10,21
8,3,7,7,5,21
8,3,9,3,2,17
7,3,8,4,4,16
9,5,9,8,0,50
8,10,3,9,1,29
5,8,1,6,0,23
8,9,4,8,4,44
2,0,4,2,9,38
0,8,7,0,0,14
4,1,1,2,10,23
5,6,7,5,0,32
1,9,2,2,0,48
4,3,2,10,2,41
1,1,10,3,0,31
7,4,2,9,7,39
8,9,9,5,10,37
2,8,0,0,3,26
3,2,7,2,6,34
10,4,8,9,7,50
7,0,5,8,5,16
7,0,10,6,0,15
0,10,6,0,2,47
1,9,9,5,7,35
8,9,2,10,7,28
5,4,8,5,3,39
2,0,5,5,10,31
8,7,9,1,7,16
4,10,2,6,0,10
4,4,2,7,8,25
3,7,0,10,3,8
10,10,0,4,7,36
6,0,8,6,9,3
0,10,3,7,7,13
7,1,1,2,8,12
0,4,1,8,4,7
0,1,3,7,3,46
6,4,6,5,5,17
10,8,4,5,1,7
0,9,6,9,9,1
3,7,9,1,10,41
2,4,4,3,10,0
10,6,3,3,1,17
7,9,2,7,0,44
2,1,1,6,1,4
6,9,2,6,9,19
6,10,3,10,5,27
5,0,0,2,4,50
6,1,9,5,2,14
10,6,10,10,5,28
6,6,3,10,10,22
3,2,6,10,6,49
3,5,8,0,9,43
9,7,6,10,4,3
2,6,2,7,1,19
0,7,6,0,2,40
0,4,10,0,10,6
6,6,3,7,4,33
6,10,2,3,7,36
0,0,1,1,235,6
