85,6,50
904,381,316,3,988,699
1,9,10,8,8,5,17
10,8,3,11,2,3,44
9,6,0,8,0,0,45
11,7,0,3,10,4,9
6,9,1,7,1,1,43
5,8,1,7,4,5,36
11,2,3,11,4,9,8
0,1,11,3,10,9,29
6,1,10,2,9,10,50
8,3,2,9,0,10,30
0,5,4,3,0,11,35
6,5,1,4,5,4,11
10,7,0,0,0,4,36
6,1,5,6,1,4,13
4,1,6,6,5,9,32
8,10,0,8,2,1,37
4,11,8,3,0,7,20
0,5,10,9,9,4,45
8,0,7,5,5,0,18
2,11,0,0,5,6,42
8,10,11,0,0,3,34
8,3,1,9,0,1,41
7,9,7,3,0,8,49
7,3,5,10,5,5,15
4,9,0,5,4,7,26
11,9,9,0,7,8,22
0,3,7,8,10,1,4
3,3,0,7,10,11,23
7,6,8,3,3,9,32
6,8,8,3,3,3,21
5,1,11,6,0,9,35
1,10,9,4,7,8,35
4,11,7,9,6,10,49
4,0,5,6,7,8,31
0,5,1,4,5,0,20
4,8,1,0,2,11,29
11,4,7,9,2,5,6
5,11,1,1,3,5,19
11,0,7,4,11,11,5
7,5,9,3,1,0,33
3,5,6,5,9,2,6
9,1,5,0,2,1,12
5,9,4,7,10,9,34
7,9,7,5,6,4,39
3,4,1,0,5,1,43
9,3,4,4,6,1,24
6,1,6,2,0,7,11
5,9,6,9,11,5,0
10,8,11,10,9,10,0
6,9,8,4,1,1,41
7,0,9,6,11,7,7
4,4,7,3,7,6,42
4,11,11,9,8,3,50
9,9,3,3,3,1,44
2,2,3,10,3,7,10
3,11,10,4,4,1,36
11,4,1,9,11,3,24
3,7,3,1,11,11,50
0,3,3,5,10,6,4
10,6,11,9,9,7,47
1,0,1,10,5,9,38
6,5,8,7,11,6,21
9,7,7,11,10,7,14
10,4,10,6,7,3,9
8,1,10,8,9,10,15
7,3,10,6,4,7,19
0,4,2,5,1,0,15
7,4,1,3,8,11,23
3,0,2,10,3,6,22
5,10,6,8,0,11,34
0,1,9,5,11,9,28
6,4,0,0,6,2,47
6,1,11,7,4,1,50
6,8,5,10,1,1,33
5,8,6,5,4,11,7
11,9,0,1,9,2,13
1,11,9,10,11,1,30
4,9,0,8,2,9,22
11,11,6,3,11,3,18
0,5,0,9,11,6,35
8,9,0,6,4,3,46
6,4,5,6,1,1,1
7,0,11,0,7,11,49
11,5,1,0,11,3,28
6,7,0,1,8,522,30
