70,5,50
636,94,981,201,218
12,5,8,5,9,8
10,14,1,9,4,16
10,4,2,9,4,20
5,0,0,5,4,32
12,9,8,9,9,47
8,4,11,10,14,24
13,8,0,14,14,50
13,3,9,4,14,30
1,7,10,11,13,30
4,3,5,3,2,38
12,2,2,14,9,28
6,12,3,0,1,24
6,9,11,9,4,12
9,12,1,3,2,4
14,5,5,6,4,39
5,0,1,7,14,26
7,8,13,1,11,3
14,7,5,9,0,6
7,1,4,1,1,26
4,3,2,11,5,11
8,0,13,10,7,41
2,1,10,8,12,43
9,8,12,7,4,0
12,2,4,5,2,44
7,9,4,8,11,6
1,8,13,10,5,29
2,14,8,8,3,1
3,12,10,8,11,4
7,0,1,1,12,33
5,1,12,5,9,42
8,9,7,4,3,9
11,10,7,12,2,39
10,2,1,2,6,21
8,10,9,2,6,22
14,3,13,3,2,9
9,9,14,0,2,9
13,13,13,7,6,5
0,8,3,1,12,43
8,7,12,0,11,15
2,3,7,4,4,20
13,4,10,12,7,30
4,5,0,4,5,5
10,7,10,12,5,40
2,14,5,14,4,32
0,11,7,14,1,13
14,10,0,1,3,34
0,14,1,10,9,18
10,5,6,12,1,16
0,2,7,5,11,38
9,4,0,5,14,2
14,6,6,9,14,17
10,11,13,5,4,0
10,11,11,0,9,43
5,8,5,14,7,9
3,6,9,8,4,11
0,14,6,8,13,0
2,12,0,0,1,45
9,4,14,10,10,36
5,10,14,13,3,23
9,11,2,14,1,31
3,9,13,7,6,37
12,3,11,5,3,32
11,11,7,4,11,7
10,7,3,3,8,10
1,5,8,5,11,16
2,11,9,6,9,49
11,0,12,2,7,44
2,4,11,9,6,6
1,14,6,10,8,15
11,10,6,1,5,34
