70,6,50
53,653,757,593,760,93
6,2,10,9,8,4,48
7,6,3,11,9,2,23
10,10,9,13,14,8,4
9,5,12,11,0,9,8
3,5,1,10,12,1,35
7,8,2,4,13,11,33
9,1,9,7,11,1,48
2,8,4,11,5,14,24
11,9,1,9,10,1,44
7,9,13,3,0,8,22
3,14,14,1,10,13,4
14,5,10,8,8,7,30
11,4,12,7,6,7,40
12,3,14,2,5,8,29
13,9,4,4,7,14,29
8,1,14,9,14,10,14
2,13,11,4,9,2,3
0,12,7,8,9,6,0
14,7,1,10,9,1,21
13,1,0,3,10,12,48
10,14,14,12,4,10,26
12,4,12,12,5,5,15
9,7,4,3,8,4,17
10,3,8,7,7,3,42
1,1,12,8,13,10,4
4,12,5,4,1,1,36
4,7,3,0,0,12,36
13,11,4,9,13,3,46
13,11,5,13,11,11,14
8,12,9,4,1,12,30
4,7,3,2,6,3,45
9,11,13,2,8,12,46
5,11,4,4,0,13,42
7,13,12,0,3,13,19
6,12,12,10,3,12,36
0,8,12,2,2,9,3
3,7,12,8,11,4,0
7,14,8,14,8,8,39
14,9,6,1,1,3,43
6,4,4,14,9,6,16
12,12,13,5,9,12,5
8,7,3,8,3,13,27
5,11,2,0,3,7,9
6,2,3,8,1,13,27
8,1,12,4,4,2,3
11,9,6,1,4,10,42
11,13,12,4,12,2,38
4,0,4,12,5,10,50
5,14,0,2,14,0,1
1,13,12,7,4,7,7
14,3,8,7,6,13,50
12,11,7,4,14,8,37
13,2,14,0,10,12,0
13,1,3,5,2,13,2
2,8,10,12,1,7,47
0,12,2,7,0,12,13
11,9,0,5,10,14,38
4,10,2,10,13,6,14
2,5,10,11,10,3,0
11,0,6,8,3,5,7
5,4,12,3,2,6,39
3,0,8,5,9,10,14
5,3,10,12,0,10,0
13,1,10,14,1,3,37
1,9,4,2,3,4,17
4,9,9,2,3,3,22
7,14,8,1,5,14,1
2,12,9,4,0,13,5
10,2,6,9,14,12,1
10,5,0,14,3,12,37
