70,3,50
237,38,383
7,13,7,49
3,4,10,36
3,9,10,46
0,3,8,0
5,7,2,28
6,2,4,6
13,10,3,26
10,0,10,48
7,8,7,28
6,12,0,7
1,0,11,50
11,11,8,41
13,11,3,25
9,13,12,50
8,5,10,7
12,0,13,2
13,8,7,34
14,7,4,17
4,2,10,43
11,8,6,30
0,3,5,42
12,4,8,14
13,6,3,0
14,2,11,31
11,10,2,29
5,11,4,1
12,11,2,6
12,3,9,41
7,1,3,33
8,0,9,38
5,5,4,18
10,10,12,41
1,13,8,39
11,14,2,47
9,1,6,8
7,7,13,44
7,0,6,19
1,10,7,31
13,0,2,10
0,8,0,15
3,8,7,25
7,2,3,40
3,1,3,31
13,6,11,35
0,0,3,30
10,11,8,32
13,0,1,42
0,13,13,41
13,10,14,41
14,11,8,44
12,8,10,20
5,5,5,39
9,14,8,39
8,6,1,30
1,5,3,13
11,1,12,26
11,0,10,23
11,11,0,24
1,8,9,34
10,3,3,2
14,6,12,27
7,4,8,13
0,10,7,42
9,6,14,10
4,8,12,2
8,0,12,45
1,10,3,44
7,6,3,1
12,13,2,44
2,12,5,48
