45,4,50
142,295,374,62
10,9,6,3,19
16,18,6,16,28
9,12,20,11,46
17,9,21,11,41
21,20,4,5,26
18,0,19,12,27
5,13,2,20,23
16,3,10,0,1
0,5,22,7,45
1,22,17,2,25
20,19,18,19,12
14,1,13,5,37
8,19,21,6,7
22,0,3,1,7
15,22,15,13,27
12,6,19,3,38
6,5,1,2,24
22,22,20,12,17
0,13,12,1,18
1,6,21,14,2
3,15,18,7,10
5,12,11,15,48
2,11,21,4,13
12,2,7,19,19
3,5,5,19,16
21,5,17,13,36
3,16,19,19,15
10,20,12,21,31
0,8,11,19,27
6,19,0,9,6
7,10,22,5,49
12,11,0,10,27
16,16,10,5,18
16,7,9,22,1
15,11,19,17,45
21,13,14,10,21
12,7,21,6,29
5,20,12,21,47
22,8,14,0,7
8,4,14,0,47
9,18,7,0,42
4,9,11,14,36
14,0,0,4,45
18,19,3,1,34
3,19,5,19,33
