85,4,50
957,756,64,416
6,4,2,4,3
6,4,8,4,17
10,4,1,10,30
8,8,8,1,49
7,8,6,2,11
8,6,7,0,16
0,1,8,5,10
0,0,11,10,50
3,6,7,0,34
10,7,4,8,48
4,11,1,0,8
1,7,3,2,24
6,5,7,8,50
0,6,8,0,5
11,5,7,10,3
10,3,11,9,14
2,0,2,0,13
6,2,2,6,35
3,6,6,9,6
2,10,5,4,16
0,1,0,9,7
5,10,10,2,6
5,11,1,3,44
1,7,11,0,45
9,8,8,4,6
6,5,11,2,39
9,0,3,7,30
7,10,9,5,35
2,11,3,5,25
11,9,11,7,38
9,7,11,6,6
9,8,8,0,37
4,4,0,5,1
7,0,2,10,17
4,2,3,2,41
6,3,2,11,7
1,5,6,8,48
8,8,1,2,30
5,4,0,6,17
2,11,10,3,29
10,3,3,2,30
6,10,7,10,5
11,3,11,3,41
6,5,2,11,34
10,10,3,4,26
10,2,4,7,5
10,4,2,6,14
11,5,3,4,34
6,4,6,2,35
7,6,1,0,13
3,10,7,2,39
7,2,0,9,16
6,0,5,10,35
4,9,8,9,45
8,7,8,7,40
9,3,10,1,30
11,1,7,4,25
11,0,1,8,46
3,4,1,4,40
3,10,10,2,17
11,3,9,9,1
9,3,0,2,21
4,11,6,6,34
5,4,1,11,46
5,5,7,2,26
2,1,8,10,45
0,7,9,6,41
3,7,8,5,44
4,4,10,2,36
7,1,0,8,5
4,7,11,4,27
9,2,11,2,39
2,11,2,6,11
2,8,1,11,50
10,3,5,0,50
7,1,4,10,17
9,3,10,3,16
1,11,4,2,49
11,3,6,8,19
3,1,3,10,9
2,9,1,7,37
6,2,4,4,45
9,4,7,3,42
2,6,0,10,35
9,6,11,348,16
