75,9,50
212,475,839,108,445,404,47,864,649
0,4,7,0,11,12,12,11,5,15
10,1,6,5,13,11,7,7,5,21
11,0,3,6,8,8,8,5,9,8
6,1,13,7,1,10,5,12,13,4
12,11,7,8,12,2,1,13,7,42
7,8,6,12,5,6,7,8,4,38
7,8,2,13,3,8,1,12,1,41
5,9,7,2,4,6,7,3,0,17
2,5,9,0,12,10,3,3,7,18
4,3,4,12,10,8,7,3,9,39
0,11,12,11,3,0,3,5,8,47
8,8,9,0,1,9,12,4,4,0
3,9,8,9,0,4,13,13,7,11
9,7,4,0,10,11,6,3,2,3
0,6,6,11,1,3,3,5,2,46
6,5,8,7,3,5,5,0,7,4
5,13,1,9,9,10,6,10,4,31
6,5,2,5,6,1,6,6,2,22
13,0,1,13,10,1,10,4,11,39
2,8,7,6,2,13,9,3,9,1
8,6,0,5,6,7,8,5,13,41
11,1,0,8,1,0,12,12,9,10
4,10,8,2,10,1,5,10,13,46
7,7,5,7,10,4,2,13,7,36
8,10,11,10,1,9,9,13,11,15
4,5,2,13,2,1,2,0,6,33
11,8,6,13,2,6,10,5,3,6
11,4,11,1,9,0,11,8,1,50
5,10,9,12,9,10,7,12,4,10
1,3,2,12,0,7,2,7,5,16
8,6,5,1,0,8,8,0,7,20
7,9,0,8,5,5,4,11,3,35
3,12,0,6,3,12,6,0,5,26
11,3,5,3,5,3,0,10,9,5
11,13,7,8,3,6,6,4,6,28
10,3,12,8,12,9,5,8,3,46
13,5,8,12,3,12,1,11,11,30
9,6,5,12,5,12,9,8,12,39
10,0,4,0,3,3,3,0,10,10
10,11,7,5,11,12,11,0,6,3
7,11,3,4,0,10,8,7,7,3
0,5,2,4,4,2,6,13,9,31
10,2,8,1,10,12,8,4,13,24
10,13,13,4,9,4,13,1,7,15
5,1,11,11,2,9,9,4,13,0
1,3,0,8,2,10,13,3,10,26
8,3,10,0,2,4,13,4,3,35
9,12,3,5,1,3,11,3,13,11
8,8,6,6,7,12,1,13,12,16
13,10,7,0,10,12,8,3,3,20
9,2,0,3,7,0,10,1,2,4
8,12,9,11,4,2,6,2,6,48
9,10,5,0,6,11,4,5,8,7
4,1,5,1,12,11,8,8,11,43
8,1,8,0,12,3,13,1,13,33
4,6,4,9,1,10,6,11,3,42
8,13,12,4,5,4,8,10,13,46
2,2,1,2,9,5,11,7,8,3
13,7,5,1,9,3,9,7,2,4
13,5,11,2,3,9,2,6,12,38
7,11,5,8,3,9,10,7,6,11
9,7,1,4,13,0,10,10,7,13
4,12,2,2,10,10,10,11,3,3
0,0,3,8,2,11,12,2,12,50
10,4,2,5,1,6,1,1,9,7
2,4,4,5,9,6,9,8,2,10
2,4,1,13,7,2,12,10,8,25
9,1,2,12,7,8,9,11,9,26
10,12,7,7,9,5,8,13,5,11
13,4,10,4,5,6,5,9,2,11
11,4,13,6,3,10,1,1,4,20
7,1,5,12,0,8,10,0,11,33
3,6,9,8,8,5,3,5,13,42
6,0,13,5,7,11,9,1,10,19
5,12,6,13,1,5,11,1,10,4
