95,5,50
62,240,243,279,664
2,4,8,4,3,25
3,5,7,4,7,45
3,3,2,7,10,6
7,4,3,1,7,17
8,8,4,1,2,22
7,2,5,5,5,7
2,5,4,5,0,37
9,10,2,2,4,37
5,3,6,4,10,12
5,5,7,6,3,43
4,9,3,9,10,45
0,0,2,1,7,40
6,6,7,5,3,42
5,10,6,2,4,36
10,10,8,1,7,6
0,8,4,2,6,50
7,6,9,10,10,21
8,3,4,5,7,49
7,5,3,3,2,7
2,9,6,7,5,43
4,5,1,7,6,27
2,5,10,0,1,39
3,10,2,8,1,24
10,7,9,10,3,23
4,7,9,4,9,6
2,5,9,2,3,34
7,3,9,9,9,32
4,6,2,3,1,23
9,2,4,10,1,26
7,6,6,0,1,2
10,4,5,10,7,20
7,2,1,9,8,18
5,3,5,10,6,15
7,8,8,2,4,11
9,8,1,9,6,35
3,2,8,4,0,7
5,2,1,10,8,17
7,7,0,1,3,4
0,6,3,1,0,19
5,0,2,7,5,35
8,0,5,6,6,42
9,0,1,7,2,15
8,8,7,5,6,45
0,0,5,3,5,22
10,9,4,5,6,47
8,0,9,9,4,27
2,2,3,4,2,2
5,7,0,5,10,23
9,9,3,5,6,16
3,5,7,3,1,15
2,1,3,4,0,41
8,10,7,8,9,44
3,6,0,7,5,9
8,6,2,3,4,40
0,5,7,5,1,17
10,3,2,8,5,19
1,1,8,0,9,11
0,8,0,10,5,47
2,3,7,1,3,11
5,0,5,4,10,41
5,2,10,3,8,37
3,9,3,3,3,11
8,2,8,5,10,10
5,1,10,4,8,47
2,9,3,10,7,49
6,1,9,10,2,49
0,10,4,5,3,33
0,8,2,4,2,26
6,7,1,7,6,5
9,1,8,0,7,13
0,9,4,6,1,13
1,1,10,3,0,12
10,6,4,5,0,15
8,1,4,5,5,43
0,4,2,0,10,35
5,6,4,5,1,49
4,5,1,9,10,44
7,1,3,2,5,11
0,0,10,10,8,24
2,10,10,9,4,8
4,8,10,1,0,43
1,9,5,1,3,0
7,5,7,7,0,8
2,8,1,2,5,20
4,10,8,0,3,18
0,1,0,0,6,18
8,9,8,3,5,22
3,9,5,8,0,21
9,6,1,7,9,17
3,6,5,5,0,21
8,2,2,10,7,15
0,10,8,1,6,7
1,9,5,1,10,20
8,1,8,4,3,36
0,3,8,2,5,47
