30,13,50
137,991,139,374,293,759,771,348,657,871,524,759,955
2,18,8,17,28,1,11,0,27,30,18,18,21,8
19,24,9,32,7,7,31,13,31,30,28,32,13,44
14,20,7,30,19,7,31,22,22,22,13,12,22,21
0,20,8,25,24,14,7,17,4,7,1,15,13,8
11,23,24,0,15,8,30,5,29,4,8,16,27,5
32,17,32,22,20,26,16,22,24,23,15,12,8,29
19,33,19,10,27,3,10,12,24,16,26,3,5,31
20,21,5,28,26,11,32,33,16,19,29,3,30,10
15,7,12,10,1,12,13,20,24,32,12,27,5,50
23,23,7,3,27,9,10,2,1,12,23,9,30,12
3,30,19,26,9,3,3,25,19,12,22,11,25,31
5,24,0,5,21,18,3,8,30,6,0,22,15,32
19,10,12,3,4,15,26,2,9,22,25,27,12,19
18,3,6,0,30,15,3,1,1,22,7,0,16,49
33,33,12,10,9,17,1,22,8,33,5,31,29,28
29,24,27,14,13,33,2,10,27,25,18,33,24,36
33,18,2,16,11,21,1,33,17,12,6,22,25,41
21,19,17,22,7,16,26,4,2,30,3,3,26,48
7,19,4,2,13,18,17,16,13,20,20,18,11,25
32,14,27,19,3,22,33,17,23,15,26,33,14,14
14,19,12,23,5,14,23,4,18,1,19,28,11,23
24,16,19,31,20,19,27,28,16,25,12,31,24,38
25,11,27,19,27,4,5,2,10,28,6,10,32,6
9,22,20,31,33,26,29,1,0,23,9,31,13,50
0,12,5,10,19,15,33,14,27,3,6,12,10,25
9,18,10,0,21,3,19,14,13,32,31,13,12,44
33,21,9,16,20,10,8,14,10,31,29,0,16,7
0,32,25,12,23,2,3,25,14,8,32,24,15,45
17,5,3,20,9,4,15,25,5,13,33,14,14,26
7,18,25,11,22,1,3,4,11,14,27,10,1267,5
