80,12,50
623,813,664,594,679,363,346,129,661,746,873,974
5,7,3,11,0,10,8,8,3,5,1,7,11
11,0,5,10,7,10,8,5,5,8,12,5,5
0,11,11,8,3,12,8,9,12,0,0,9,8
7,10,8,4,9,11,1,12,1,6,5,0,35
10,7,7,5,5,12,4,1,5,10,4,0,38
3,3,8,12,10,12,1,7,10,10,0,1,17
2,10,4,10,8,2,8,12,10,5,12,12,6
10,10,6,7,12,3,2,10,9,9,1,10,38
4,5,10,12,5,9,12,8,5,7,7,8,36
2,4,3,8,8,2,0,6,10,9,4,2,1
10,8,12,11,11,2,10,9,4,4,9,1,10
1,6,4,0,12,1,12,11,8,8,0,2,36
0,9,11,9,11,12,7,12,0,12,10,1,3
6,9,9,0,4,12,6,3,2,12,9,9,3
1,0,1,8,0,11,12,2,10,8,8,4,38
4,12,0,10,11,7,1,10,1,1,10,12,14
8,7,2,5,2,12,6,5,7,11,10,8,0
7,12,4,9,9,3,8,2,2,8,11,9,18
3,1,10,1,7,11,10,10,7,10,6,10,4
7,3,4,7,1,7,8,4,10,1,5,3,31
12,5,12,3,8,8,9,8,1,10,10,10,0
9,6,7,12,8,3,5,8,8,7,4,8,31
12,3,0,0,3,10,4,10,6,3,6,2,18
0,2,4,4,7,11,7,4,10,11,12,12,45
9,2,6,2,8,0,9,5,10,6,9,6,36
4,1,7,4,10,1,11,9,8,9,10,2,12
1,10,3,9,1,12,8,9,6,3,12,11,31
7,6,5,12,5,5,2,8,10,2,4,5,9
10,5,1,3,12,2,2,12,9,10,1,6,30
3,10,8,6,1,2,10,8,8,0,11,12,31
11,12,2,4,10,12,4,5,2,9,0,8,23
6,1,7,11,2,7,3,12,1,12,7,6,10
10,7,2,0,1,8,10,2,0,0,2,6,35
4,1,2,10,1,4,8,3,0,4,2,7,44
11,0,1,4,7,1,1,5,8,3,10,10,31
9,12,7,4,3,11,7,7,11,12,9,0,30
3,1,12,6,1,4,9,11,3,8,12,1,49
4,2,12,8,10,9,3,3,6,1,9,2,25
9,10,4,2,11,8,10,10,8,2,7,4,14
1,9,3,3,5,7,7,7,8,5,9,10,36
5,0,3,6,7,9,3,9,9,5,12,9,22
7,11,2,11,0,0,9,2,11,7,1,9,38
7,1,3,1,12,5,10,1,8,9,5,10,35
5,8,9,9,11,3,1,2,5,9,11,11,11
0,11,5,9,2,4,4,12,5,8,0,1,8
4,12,12,0,5,12,1,4,6,2,8,2,1
4,4,1,9,9,9,5,4,0,2,4,10,28
1,4,1,5,11,9,5,5,3,6,9,9,5
2,8,12,0,10,6,8,2,7,8,1,2,23
7,6,7,6,10,3,1,5,12,6,7,9,26
0,6,0,2,4,10,0,7,3,3,10,2,46
0,7,4,10,7,2,11,7,10,1,8,12,22
10,2,1,1,11,8,0,3,12,7,8,6,6
5,11,11,5,5,6,2,3,11,8,12,4,34
4,0,10,9,5,9,7,8,5,8,2,7,28
3,1,11,12,10,7,1,3,8,5,5,2,44
10,7,10,0,1,6,12,4,6,4,3,0,9
7,8,11,6,0,2,12,3,3,3,5,4,10
9,10,10,9,6,6,10,11,5,12,3,11,9
10,11,3,7,0,0,8,4,8,0,1,3,50
6,4,0,5,5,7,0,8,9,0,1,9,1
1,8,9,7,6,9,2,1,0,1,6,8,35
12,12,11,12,4,7,11,3,6,12,7,6,10
9,8,9,9,6,3,12,10,7,6,5,10,30
1,3,11,6,8,8,5,10,10,0,4,3,32
11,9,12,1,7,9,2,7,0,12,11,4,10
7,3,8,2,2,10,4,3,3,12,6,12,44
11,4,9,4,2,0,7,11,11,8,0,0,44
0,2,12,2,10,4,3,12,1,5,0,5,6
7,3,6,11,4,6,6,7,12,8,9,2,3
6,2,10,11,10,10,12,10,6,1,4,4,31
6,7,0,5,7,3,1,2,4,4,11,3,15
6,0,7,7,6,12,11,5,5,11,11,5,13
11,4,8,4,3,9,2,10,8,11,10,9,14
2,5,7,8,0,3,5,6,4,6,2,9,1
8,1,2,6,12,0,6,10,4,7,3,6,23
1,7,2,0,4,0,6,2,0,1,4,3,48
3,10,4,12,4,6,5,2,10,3,4,7,42
1,11,2,1,6,2,1,1,6,1,3,5,19
6,9,4,12,2,9,1,9,6,8,1,1613,45
