30,7,50
193,892,526,576,907,216,431
12,8,30,11,27,23,17,42
11,29,19,22,8,15,19,14
13,27,31,26,23,7,6,36
7,27,8,21,11,25,26,33
23,6,9,27,26,22,2,16
9,13,25,5,10,10,16,45
14,31,26,25,0,1,16,38
24,2,7,24,15,16,18,14
22,9,24,1,29,24,25,10
10,14,33,11,18,2,25,1
9,16,32,27,8,9,19,31
28,10,18,22,22,31,13,30
23,23,6,4,18,1,15,5
2,30,26,31,28,19,23,47
4,4,30,9,9,24,20,39
13,16,21,20,6,15,29,47
26,22,21,5,29,17,8,46
32,17,11,23,12,22,7,31
17,7,27,9,13,20,10,24
22,4,25,22,9,30,24,24
23,17,6,0,6,31,11,13
30,12,21,32,4,13,30,17
16,18,28,33,4,29,10,14
33,12,0,27,28,8,12,5
0,32,28,4,14,13,8,3
22,20,4,16,30,0,13,32
5,31,6,10,31,5,28,24
18,21,26,8,29,1,14,0
13,7,32,21,7,21,31,25
2,25,25,32,1,8,183,16
