25,13,50
745,601,935,755,223,562,201,34,63,622,75,595,521
34,30,22,5,5,3,39,24,35,34,25,7,24,49
38,37,40,1,27,2,32,10,21,34,7,28,27,4
13,4,34,11,26,1,2,37,10,30,19,35,15,44
38,24,32,11,7,30,25,13,15,21,10,23,38,29
16,9,37,36,32,39,13,1,23,27,33,0,18,48
16,12,13,28,29,5,31,2,31,28,34,2,36,35
38,32,4,30,38,1,1,24,7,39,2,2,22,14
26,1,10,39,21,34,38,38,12,14,35,12,16,1
30,3,29,27,15,13,28,18,9,7,17,19,18,20
18,36,12,19,18,5,27,18,5,32,31,31,9,41
27,22,21,38,26,14,35,32,38,38,11,28,2,44
12,29,30,7,17,3,25,13,9,24,25,18,28,12
24,24,6,10,37,23,39,40,32,28,35,36,23,0
1,15,22,28,27,1,15,17,3,36,0,4,35,36
27,16,28,40,31,9,20,13,21,26,37,11,32,26
15,34,31,12,20,25,1,34,8,31,10,4,12,4
36,30,10,23,1,27,22,4,16,22,6,19,39,42
7,35,28,10,37,27,17,11,9,11,17,8,27,21
36,18,16,4,1,9,0,26,35,32,19,36,8,21
20,10,21,40,2,13,9,36,13,15,39,33,12,13
7,40,5,6,19,11,40,1,18,35,20,31,38,25
34,39,15,24,13,38,33,23,6,34,0,10,33,3
34,18,7,32,0,23,3,20,10,13,11,4,33,13
31,18,12,19,1,9,16,32,31,26,25,7,29,18
13,14,39,25,2,37,5,10,27,29,32,28,25,27
