70,6,50
519,749,334,375,358,773
11,6,9,0,0,8,32
9,3,6,1,0,2,13
0,9,4,8,0,1,43
2,3,6,5,6,10,50
2,1,13,6,11,2,0
10,11,1,4,14,3,22
11,12,9,0,12,3,39
14,2,11,14,11,11,32
13,13,0,6,0,3,13
6,4,12,2,1,8,50
2,3,5,3,9,3,39
1,13,2,12,10,4,6
12,0,5,5,1,2,13
11,13,11,2,3,12,12
8,6,5,13,0,0,3
2,3,5,0,4,2,31
1,7,14,4,1,1,38
10,0,7,4,1,0,24
11,1,6,8,8,9,29
11,10,12,13,12,9,8
6,11,0,13,9,0,49
13,5,9,11,14,3,6
4,1,5,0,4,6,11
0,14,8,14,13,5,20
9,7,12,7,12,10,18
4,5,8,0,1,12,9
11,1,14,11,8,3,32
14,0,7,2,12,12,0
2,3,11,9,5,0,26
4,12,4,10,3,13,47
5,12,10,5,10,8,35
12,4,0,8,7,14,12
11,3,11,7,10,8,1
13,11,9,9,14,11,34
0,9,14,9,5,2,8
13,14,7,10,2,0,35
6,7,5,10,10,7,42
10,13,2,8,5,8,26
0,9,12,13,7,0,10
9,11,13,11,12,2,15
13,1,0,8,7,4,26
3,14,14,12,8,3,16
9,14,1,1,10,4,20
12,11,6,0,10,13,43
13,3,0,2,8,6,50
0,6,5,4,8,5,28
5,4,3,6,1,12,24
2,10,7,1,12,13,18
10,10,14,9,11,7,44
6,0,0,11,11,8,8
12,13,10,1,8,10,6
4,13,4,11,4,7,26
3,4,13,13,13,12,35
11,10,11,2,4,7,39
14,1,3,7,10,11,2
4,2,3,13,8,6,21
6,14,7,11,10,13,42
13,14,0,4,2,3,7
14,13,10,4,10,11,26
14,9,8,6,1,10,47
14,9,1,7,4,6,19
9,5,6,3,2,11,20
12,2,4,5,8,7,29
11,7,6,0,5,0,17
11,1,11,7,3,14,45
1,6,2,2,1,5,30
13,2,10,5,0,6,37
11,2,0,13,2,8,10
4,6,1,9,1,6,16
13,7,14,4,5,228,23
