55,4,50
152,180,638,228
1,10,3,15,24
5,9,4,13,40
17,14,10,3,12
3,15,12,7,23
6,11,2,10,44
7,13,1,7,28
13,13,1,11,24
11,1,17,12,18
10,4,12,6,48
13,14,8,13,12
5,16,2,6,0
17,3,3,8,8
16,10,0,7,34
17,3,15,13,27
5,8,9,12,21
3,0,10,2,18
17,10,12,10,3
10,10,6,18,3
2,8,12,6,3
10,18,8,18,10
0,6,0,10,6
14,4,0,10,0
6,17,0,16,21
10,15,8,2,37
12,10,10,9,24
4,9,2,15,23
13,2,7,1,2
1,7,6,0,47
5,2,13,10,39
16,5,3,9,33
11,6,0,13,4
17,10,11,6,36
15,7,1,5,10
1,12,1,9,37
15,17,11,3,43
10,15,18,4,38
16,14,8,13,0
9,17,9,12,22
9,13,11,9,19
6,11,12,3,21
1,7,5,0,38
10,8,2,1,27
4,13,3,2,38
2,18,17,0,34
10,0,1,18,40
13,18,2,15,27
11,3,0,4,34
10,12,5,8,9
15,4,16,3,26
3,11,17,5,27
14,18,10,11,39
9,17,13,16,15
11,11,4,13,8
11,5,16,16,0
4,12,11,17,24
