40,9,50
5,924,967,954,314,120,456,965,739
19,23,13,0,17,7,10,1,12,21
8,25,22,15,15,18,10,23,24,15
2,1,22,25,11,6,13,23,3,16
0,4,20,12,2,13,2,23,14,17
18,18,17,11,25,25,8,16,20,9
15,5,1,9,5,2,15,5,18,19
7,11,9,5,21,0,4,19,17,35
18,15,8,16,22,25,17,7,3,32
25,10,12,13,24,22,15,6,9,13
20,18,12,11,13,24,14,9,1,22
25,0,23,11,17,25,3,1,19,4
8,8,5,14,3,1,25,25,7,30
16,6,13,7,0,20,9,7,9,1
19,13,18,25,21,17,8,15,7,27
0,21,13,11,5,14,15,8,1,46
15,25,2,24,2,24,16,22,9,5
0,12,21,8,10,2,21,15,12,8
2,14,1,9,24,13,7,5,16,11
12,12,20,5,24,13,5,12,2,42
20,17,2,11,3,25,19,8,23,9
20,8,8,5,4,12,13,24,1,40
6,6,13,23,0,10,8,8,18,25
11,8,6,21,10,18,23,1,15,45
0,25,5,18,17,22,24,6,10,4
22,23,3,8,7,7,20,9,0,42
21,11,16,24,16,15,9,7,5,40
15,18,0,10,12,12,13,22,11,47
12,1,19,6,15,4,2,6,9,12
3,8,18,6,5,18,6,21,5,38
7,9,16,12,21,1,8,25,22,0
13,5,1,2,14,20,6,19,8,13
18,3,6,5,5,8,18,20,5,15
9,16,4,12,11,3,0,22,25,27
16,13,13,11,18,4,17,18,8,5
15,25,8,3,25,21,18,22,24,43
1,15,24,11,5,25,2,16,6,42
14,16,11,16,2,23,20,12,11,30
10,22,25,4,15,10,22,22,10,14
13,2,5,20,19,13,22,15,16,1
21,8,10,8,14,20,1,14,973,24
