90,11,50
274,392,584,38,430,153,264,837,642,495,839
9,10,9,3,11,1,6,4,6,11,2,4
6,6,7,6,0,2,2,10,8,9,7,43
2,8,11,11,1,8,9,3,0,2,8,17
11,11,3,1,6,5,2,9,9,6,4,29
8,6,10,7,3,10,11,7,4,1,0,47
7,4,10,10,11,6,2,2,3,6,0,22
4,3,7,4,1,11,4,0,10,3,5,43
2,3,4,8,3,11,7,6,3,9,10,2
4,8,11,7,11,0,2,8,10,2,6,1
3,11,2,7,8,8,11,0,5,8,1,21
7,10,0,11,10,8,9,3,1,5,5,35
4,2,9,7,10,11,6,3,4,0,11,10
1,4,1,8,0,1,3,8,8,5,6,36
2,2,10,2,8,5,5,6,0,8,8,13
6,7,0,4,10,11,11,3,9,2,11,25
7,6,1,3,6,2,6,10,5,8,6,43
7,4,2,4,8,9,7,8,4,9,8,24
7,4,9,4,5,3,0,9,3,7,4,44
9,3,7,1,1,9,4,4,8,1,10,35
0,7,8,5,10,0,9,11,1,6,5,38
3,11,9,9,10,7,7,9,5,1,6,17
0,4,5,0,5,1,5,11,1,0,8,43
2,3,11,2,2,3,8,5,8,6,9,1
2,11,3,4,6,7,6,8,5,0,8,14
1,1,0,0,5,9,10,0,11,11,8,18
5,1,6,11,4,11,5,2,5,3,0,4
1,11,4,9,7,6,2,1,8,7,11,19
2,2,7,1,1,0,1,5,6,9,6,33
4,0,0,6,1,3,1,0,8,3,0,21
4,2,3,6,2,7,9,10,10,3,6,3
8,6,5,1,5,7,1,3,6,11,3,18
4,10,11,5,1,4,5,8,7,0,10,2
7,7,7,4,3,11,9,2,4,4,6,42
9,11,6,1,0,9,10,3,0,6,5,21
6,2,0,2,0,8,0,1,3,1,8,30
8,7,0,6,1,3,0,0,8,0,10,44
8,2,4,11,8,5,0,10,5,5,4,36
11,9,0,11,6,7,9,6,9,4,9,41
7,8,0,11,2,7,5,7,0,5,5,11
0,8,3,3,0,8,2,1,8,8,3,18
4,3,1,11,9,11,5,8,6,5,10,44
1,5,6,2,3,0,11,4,11,7,7,17
9,1,9,10,11,5,4,3,9,1,1,18
10,7,7,11,2,2,9,6,2,4,2,44
8,9,7,0,3,10,8,2,11,6,10,15
9,4,0,2,9,11,9,10,11,11,8,0
4,1,5,6,9,0,0,1,9,5,0,2
7,4,5,6,6,4,8,5,4,1,10,21
1,4,4,7,0,10,3,3,2,4,8,8
10,7,9,1,5,0,0,0,3,6,11,10
6,7,4,7,9,7,3,8,11,3,3,29
6,9,6,9,5,1,11,5,2,11,4,5
8,5,11,4,8,8,1,3,10,7,2,4
9,8,11,8,9,5,5,9,3,0,9,3
2,10,1,7,3,2,6,3,10,10,10,28
8,6,4,1,8,7,9,10,10,2,9,26
5,2,3,6,8,11,9,3,3,7,4,36
7,2,10,4,11,5,9,0,8,4,7,49
8,0,2,2,6,10,6,0,1,9,4,16
1,6,6,8,2,10,4,2,8,11,9,32
3,11,11,8,4,6,7,4,8,2,8,31
11,11,1,9,11,4,1,8,11,8,7,22
2,2,2,10,8,11,3,3,6,0,4,39
9,7,7,5,1,9,8,1,3,3,7,18
1,1,6,5,8,2,5,4,10,10,2,38
6,4,11,1,1,8,6,4,5,4,4,30
11,9,5,11,5,0,0,3,10,1,10,23
9,9,3,0,4,7,11,9,5,8,2,21
2,11,11,0,6,1,10,7,3,5,0,16
4,8,10,1,6,4,1,7,3,2,6,4
3,5,6,7,7,9,11,6,2,8,11,47
2,2,8,3,3,7,5,1,2,5,4,38
9,6,4,8,5,0,1,2,7,8,2,14
7,4,7,9,2,0,11,4,3,6,3,27
4,5,7,2,2,7,4,9,11,11,11,33
6,2,1,4,8,11,8,2,9,4,1,1
0,3,10,4,4,11,2,10,7,8,7,41
8,0,11,11,0,6,2,10,4,3,10,23
6,8,4,6,5,11,6,4,2,1,6,1
8,3,10,1,2,0,8,8,4,10,8,50
8,4,7,3,2,4,3,4,5,5,1,5
3,11,2,4,2,2,0,4,5,7,6,13
11,8,3,2,2,7,4,1,3,5,5,40
0,5,9,10,1,7,7,8,7,9,8,49
2,9,6,8,6,7,3,9,5,5,3,25
2,1,6,8,9,5,6,5,6,10,11,30
11,1,7,10,1,5,4,9,5,11,4,46
7,3,1,3,4,0,5,8,9,4,11,17
2,4,2,2,4,6,10,4,9,5,9,12
9,7,4,2,3,0,9,0,0,2,7,40
