70,3,50
295,82,565
6,11,4,39
5,11,14,31
2,5,1,24
8,2,6,7
13,2,11,38
5,5,6,30
10,1,14,45
0,7,3,40
5,2,13,16
0,10,8,13
10,1,6,44
8,2,5,18
2,8,7,43
14,3,10,9
3,13,9,48
13,3,9,3
2,14,1,25
6,11,3,17
8,5,14,20
4,7,8,19
9,10,9,2
7,11,11,48
7,2,7,49
4,12,2,22
8,14,8,36
14,2,10,12
13,10,11,40
7,11,3,37
1,10,9,27
1,11,8,12
1,12,7,9
6,4,2,28
0,14,5,50
8,0,0,32
9,13,7,44
11,10,2,37
8,10,9,2
13,10,14,30
2,4,9,46
12,3,3,20
9,0,10,15
12,6,0,25
10,1,11,21
9,7,0,47
8,7,7,17
2,14,0,42
9,4,14,23
6,11,4,32
14,1,3,32
13,1,5,25
6,11,5,14
6,7,2,8
0,13,13,34
3,5,10,3
13,12,0,8
1,9,9,12
14,12,9,0
12,3,4,7
0,4,4,13
7,0,5,27
11,10,4,41
13,12,6,32
10,10,5,44
0,3,6,49
0,5,8,23
13,4,7,6
7,4,13,37
14,2,7,48
5,14,6,29
9,4,3,33
