80,5,50
896,475,532,706,766
0,3,6,2,0,23
11,2,4,3,6,20
5,8,1,8,4,15
3,5,4,11,3,20
10,10,8,12,10,25
4,4,9,4,7,23
6,8,8,0,11,2
5,8,7,0,9,9
1,3,12,0,0,4
3,11,10,2,3,1
4,3,11,4,7,21
8,0,5,11,10,38
10,6,3,10,8,18
1,11,6,10,2,35
2,11,11,4,6,40
0,5,7,0,2,34
12,3,4,2,5,6
11,2,8,2,1,21
9,11,11,8,1,10
6,8,0,6,4,13
12,8,4,9,12,18
7,1,10,4,3,11
4,2,2,10,2,27
6,2,7,8,6,36
1,4,8,5,1,29
0,7,2,8,3,31
0,1,8,2,1,30
2,11,2,1,2,50
3,9,10,3,3,19
9,6,6,9,1,21
3,7,12,5,1,12
12,12,11,1,10,23
1,1,5,7,8,28
3,10,3,10,0,43
7,3,4,11,3,36
2,7,6,4,11,21
4,8,10,8,1,9
3,10,10,6,3,21
4,9,0,2,12,42
7,9,0,5,8,49
0,11,5,9,8,46
0,2,10,11,8,11
4,11,12,8,7,22
6,9,12,4,0,30
1,5,12,2,3,34
1,7,0,6,3,44
12,1,11,11,12,19
5,2,0,5,9,3
3,12,9,10,7,25
9,2,1,9,10,22
5,2,11,1,6,14
1,7,3,5,2,13
4,12,0,9,10,26
7,6,8,0,0,4
3,2,5,5,4,17
10,9,1,8,2,15
0,7,4,4,12,14
11,5,5,4,1,26
5,5,11,3,5,41
2,8,9,8,1,36
0,4,3,3,4,23
6,2,11,1,3,13
4,8,2,11,6,11
7,5,9,2,6,43
2,7,7,8,6,7
7,5,12,6,2,43
4,1,6,4,11,30
7,10,7,5,9,38
6,8,12,1,9,42
4,5,10,8,8,32
7,11,12,2,12,39
8,9,3,10,0,3
8,5,1,4,10,45
9,1,11,4,5,2
6,1,12,3,9,10
4,7,12,10,7,5
3,5,4,3,2,23
9,5,8,6,5,33
5,1,4,11,10,4
7,4,5,5,1089,39
