10,14,50
738,862,472,313,13,377,550,957,112,515,690,976,426,770
62,29,64,41,31,68,27,32,80,76,77,12,36,48,26
100,35,99,29,5,48,48,28,25,63,87,55,32,89,45
56,20,55,93,44,100,33,37,98,92,28,86,29,51,3
51,94,21,41,61,59,28,39,53,32,74,9,39,97,34
20,37,90,69,67,28,99,45,69,64,33,37,53,28,15
55,55,43,6,35,29,65,4,56,89,60,28,99,15,35
48,71,51,55,82,83,34,58,16,84,65,26,62,21,39
15,2,90,63,70,72,100,48,34,59,69,71,91,3,39
17,90,43,69,86,93,69,81,44,37,94,23,77,74,27
34,94,20,87,20,60,33,51,41,41,59,94,47,326,45
