40,8,50
675,277,130,941,131,873,80,689
17,17,9,5,10,24,9,4,33
22,24,20,11,12,3,2,3,10
16,8,11,9,4,24,20,6,50
25,3,5,16,2,4,14,10,21
21,21,11,24,9,25,19,19,8
5,0,4,24,6,1,20,18,40
18,22,1,22,23,11,22,4,36
5,4,14,13,15,7,25,21,2
3,25,7,0,16,11,3,1,25
3,22,13,13,18,19,15,24,8
2,13,2,24,11,4,10,6,8
6,22,6,1,18,5,3,17,13
5,19,4,10,24,25,13,7,29
0,7,1,21,12,11,9,1,50
14,10,0,20,13,25,5,9,7
5,2,2,3,16,9,18,21,33
17,11,6,18,25,21,10,6,23
4,6,19,12,4,24,18,19,29
24,18,4,21,17,6,21,2,32
21,12,15,9,18,20,3,21,25
19,13,10,14,4,10,9,8,12
3,0,1,4,3,20,9,15,12
10,24,25,5,9,9,21,16,31
12,21,2,18,3,21,1,24,33
9,17,8,20,8,6,22,16,41
11,19,17,17,17,6,5,17,42
17,2,22,4,12,9,9,14,10
12,16,12,14,2,6,8,23,18
19,8,13,19,2,22,10,4,42
10,3,0,16,2,3,24,9,50
20,2,2,18,7,10,22,8,28
16,0,3,24,18,7,20,10,50
23,13,12,2,1,11,7,5,2
22,17,14,13,12,15,1,19,1
1,14,24,12,20,15,12,14,23
1,11,12,19,13,10,20,11,26
25,16,22,4,4,20,10,11,9
22,24,2,2,11,22,12,9,16
2,22,7,11,25,17,18,23,5
24,9,3,7,16,10,21,10,13
